person_id,person_name,category,person_type,is_pure_english,name_type,classification,reason
P045AB94,Zeebra,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
PA88F05B,hide,音楽,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（X JAPAN）
P3D3C0A3,GACKT,音楽,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（MALICE MIZER）
PAAA5647,SUGIZO,音楽,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（LUNA SEA）
PF93E7A2,INORAN,音楽,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（LUNA SEA）
PBACD62C,TAKURO,音楽,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（GLAY）
PE46542E,HISASHI,音楽,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（GLAY）
P55CDD5C,Toshl,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
P07B73B4,HEATH,音楽,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（X JAPAN）
P7ED7058,TERU,音楽,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（GLAY）
P9F95E28,Fukase,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
P5900AB4,JIRO,音楽,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（GLAY）
P3B70E67,PATA,音楽,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（X JAPAN）
PB80DFBB,Aimyon,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
PF7BA507,Shelly,エンターテイメント,REAL,True,artist_name,keep_english,追加維持リストに登録
PDA15AC2,Vaundy,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
P9E3F54F,imase,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
P869B65C,NON STYLE,エンターテイメント,GROUP,True,artist_name,keep_english,GROUP_ENTITIES登録済み
P3060094,MISIA,音楽,REAL,True,artist_name,keep_english,SOLO_ARTISTS登録済み
PD3F791F,Eve,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
PF960CF9,ASKA,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
P7DC4E25,Madonna,エンターテイメント,REAL,True,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
P97C8F69,Prince,音楽,REAL,True,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
PECF301F,CLAMP,アニメ・漫画・ゲーム,REAL,True,artist_name,keep_english,追加維持リストに登録
P3943D87,UA,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
P73D2360,SZA,音楽,REAL,True,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
P1409B36,aiiko,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
P0A11058,Rintaro,アニメ・漫画・ゲーム,REAL,True,artist_name,keep_english,追加維持リストに登録
P4335BAE,CHAGE,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
PDC7D3CA,Beyoncé,エンターテイメント,REAL,False,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
P4313820,JUJU,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
PF47E76F,Marcin Iwiński,アニメ・漫画・ゲーム,REAL,False,western_name,to_translate,西洋人名（カタカナ変換対象）
PFABA8D4,50 Cent,エンターテイメント,REAL,False,unknown,review_required,名前タイプ判定不可 - 人間レビュー推奨
P9F63FA0,HIRO,エンターテイメント,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（EXILE）
P259A8D8,Shakira,音楽,REAL,True,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
PCD9772C,Hergé,アニメ・漫画・ゲーム,REAL,False,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
PBC21E64,ONE,アニメ・漫画・ゲーム,REAL,True,artist_name,keep_english,追加維持リストに登録
P7763355,DAOKO,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
PA3672AB,IKKO,エンターテイメント,REAL,True,artist_name,keep_english,追加維持リストに登録
P3E077D3,AKIRA,エンターテイメント,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（EXILE）
P819E2AF,"Dwayne ""The Rock"" Johnson",エンターテイメント,REAL,False,unknown,review_required,名前タイプ判定不可 - 人間レビュー推奨
PBCD47C3,ORANGE RANGE,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
PF9E325A,THE BLUE HEARTS,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
P78055FB,SADS,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
P16A968C,Radiohead,音楽,REAL,True,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
P9D7F352,Nirvana,音楽,REAL,True,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
P6A0B873,Alice in Chains,音楽,REAL,True,unknown,review_required,名前タイプ判定不可 - 人間レビュー推奨
P725418E,Soundgarden,音楽,REAL,True,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
P8B0EE5A,Metallica,音楽,REAL,True,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
P850CC3D,Aimer,アニメ・漫画・ゲーム,REAL,True,artist_name,keep_english,追加維持リストに登録
PC03A9FE,OKAMA,アニメ・漫画・ゲーム,REAL,True,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
P8F0FD69,PEACH-PIT,アニメ・漫画・ゲーム,REAL,True,artist_name,keep_english,追加維持リストに登録
P0B4B53C,Neymar,エンターテイメント,REAL,True,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
PC91EBCC,ken,エンターテイメント,REAL,True,artist_name,keep_english,GROUP_MEMBER_MAP登録済み（L'Arc~en~Ciel）
PB612E71,Francis Fukuyama,学術・研究,REAL,True,romanized_japanese,to_translate,日本人名のローマ字表記（漢字変換対象）
PA70EC02,Notch,アニメ・漫画・ゲーム,REAL,True,artist_name,review_required,英語芸名の可能性（1単語/全大文字）- 要確認
P7F05957,Superfly,音楽,REAL,True,artist_name,keep_english,SOLO_ARTISTS登録済み
P6B6970A,May J.,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
PFF4E2DC,NEWS,音楽,REAL,True,artist_name,keep_english,追加維持リストに登録
P3951162,Kis-My-Ft2,音楽,REAL,False,artist_name,keep_english,追加維持リストに登録
P6539DFC,Michael Johnson,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
P35EAC3E,David Thompson,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
P46F3BBC,Sarah Wilson,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
PBD4A345,Robert Davis,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
PDFCB32F,Amanda Clark,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
P7CA3E02,James Miller,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
P0B963CF,Lisa Anderson,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
P49E0960,Mark Brown,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
P3B3EEC8,Emily Garcia,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
P860DD8A,Thomas White,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
P1339895,Jessica Taylor,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
P9BD2747,Michelle Martin,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
P27DC95B,Daniel Rodriguez,科学・技術,REAL,True,western_name,to_translate,西洋人名（カタカナ変換対象）
