person_id,person_name,target_age,birth_year,death_year,category,priority
P6CB0422,アイ・ウェイウェイ,9,1958,,芸術・文化,HIGH
P325FFA7,トレイ・ヤング,9,1998,,スポーツ,HIGH
P4658E2A,村田修一,9,1958,,スポーツ,HIGH
P2D1FC7B,ダニー・エルフマン,9,1953,,エンターテイメント,HIGH
P0178103,松本幸四郎,9,1929,,芸術・文化,HIGH
P75007C1,ジュリア・クリステヴァ,9,1935,,文学,HIGH
P365C794,藤原松三郎,9,1878,,学術・研究,HIGH
PFC6E41A,木村惠司,9,1953,,ビジネス,HIGH
PBB6F350,佐々木望,9,1945,,アニメ・漫画・ゲーム,HIGH
P8A2F71A,チョン・キョンファ,9,1948,,音楽,HIGH
P575B45B,陸奥宗光,9,1844,,芸術・文化,HIGH
P7728C56,家永三郎,9,1915,,学術・研究,HIGH
P169A0FF,田中理恵,9,1904,,スポーツ,HIGH
PD238CD2,ジェリー・ヤン,9,1974,,ビジネス,HIGH
P0B3D944,澁澤龍彦,9,1909,,芸術・文化,HIGH
PDBBF8BA,小渕健太郎,9,1977,,音楽,HIGH
P3C4E220,佐藤学,9,1950,,学術・研究,HIGH
P368DDF8,宮島達男,9,1924,,芸術・文化,HIGH
PF025BA6,福島敦子,9,1946,,科学・技術,HIGH
P5AC768C,マーサ・スチュワート,9,1745,,ビジネス,HIGH
PF419844,アンペール,9,1775,,科学・技術,HIGH
P4E1CEDB,小津映司,9,1921,,映画・演劇,HIGH
P95DCE75,星野仙一,9,1950,,スポーツ,HIGH
P3986A29,アニー・プルー,9,1912,,文学,HIGH
P2BA29EA,シール,9,1863,,音楽,HIGH
PF91C5C8,ベベット,9,1964,,スポーツ,HIGH
P7425C5A,後藤謙次,9,1954,,政治・社会,HIGH
PB061003,パオロ・ジョルダーノ,9,1985,,芸術・文化,HIGH
P8B8E316,市村正親,9,1958,,映画・演劇,HIGH
P95C70C7,岩沢厚治,9,1976,,音楽,HIGH
P84DD575,ジャマール・マレー,9,1997,,スポーツ,HIGH
P39D2CF0,山田風太郎,9,1950,,文学,HIGH
P203577D,村上茉愛,9,1966,,スポーツ,HIGH
P3D87E68,ガブリエル・フォーレ,9,1806,,音楽,HIGH
P3E2109E,徳永英明,9,1941,,音楽,HIGH
P234BE77,羽根田卓也,9,1969,,スポーツ,HIGH
P2ED3A2C,下野紘,9,1876,,エンターテイメント,HIGH
P1A64470,安倍貞任,9,1931,,歴史,HIGH
P9869AD4,鈴木邦男,9,1935,,政治・社会,HIGH
PD331311,ラリー・ページ,17,1965,,科学・技術,MEDIUM
P3D10BDE,野中広務,17,1925,2018.0,政治・社会,MEDIUM
P52C3157,エリオット・ペイジ,17,1930,,映画・演劇,MEDIUM
PBE84A36,丸山茂樹,17,1970,,スポーツ,MEDIUM
P343082B,ジョン・マッカーシー,17,1898,,科学・技術,MEDIUM
P227C0CA,ジェド・マケーレブ,17,1964,,科学・技術,MEDIUM
P6E050E2,岡田惠和,17,1923,,映画・演劇,MEDIUM
P56C2F4D,堺雅人,17,1856,,映画・演劇,MEDIUM
P809F9BB,マライア・キャリー,17,1970,,音楽,MEDIUM
P2FC9276,ジェニファー・ローレンス,17,1989,,俳優・女優,MEDIUM
P28544E3,石川正俊,17,1942,,科学・技術,MEDIUM
P1697EF1,真鍋大度,17,1957,,科学・技術,MEDIUM
P0F4A3E8,ジミー・ペイジ,17,1944,,音楽,MEDIUM
P6ADE3A8,藤嶋昭,17,1943,,学術・研究,MEDIUM
P194098D,レナード・バーンスタイン,17,1918,,音楽,MEDIUM
PE71C0DE,エミリー・ブロンテ,17,1812,,文学,MEDIUM
P7102757,遠藤幸雄,17,1928,,スポーツ,MEDIUM
P2ED3A2C,下野紘,17,1876,,エンターテイメント,MEDIUM
P49DB209,秋山翔吾,17,1988,,スポーツ,MEDIUM
P35D91E4,岡田奈々,17,1997,,音楽,MEDIUM
P982C3B1,神山健治,17,1940,,科学・技術,MEDIUM
P022F195,マーク・ラファロ,17,1967,,俳優・女優,MEDIUM
P2D4955A,笹川良一,17,1899,1995.0,探検・冒険,MEDIUM
P4D24599,堀辰雄,17,1882,,文学,MEDIUM
PC2B3C7C,鹿島岩吉,17,1820,,ビジネス,MEDIUM
PE1373BC,ヴィットリオ・デ・シーカ,17,1895,,芸術・文化,MEDIUM
P72BB151,ケヴィン・ハート,17,1979,,俳優・女優,MEDIUM
PF8B650A,岡本裕,17,1953,,科学・技術,MEDIUM
PF059BA3,山口茜,17,1997,,スポーツ,MEDIUM
P00156E2,田中信行,17,1937,,芸術・文化,MEDIUM
P93C533D,石平,17,1932,,政治・社会,MEDIUM
P9FC6D63,三池崇史,17,1973,,芸術・文化,MEDIUM
P617CE28,ジェフ・ジョーンズ,17,1965,,アニメ・漫画・ゲーム,MEDIUM
PAF52EB3,那須川天心,17,1998,,スポーツ,MEDIUM
P0178103,松本幸四郎,17,1929,,芸術・文化,MEDIUM
P26D797F,風吹ジュン,17,1912,,芸術・文化,MEDIUM
P3352117,大黒摩季,17,1969,,音楽,MEDIUM
P9A68E64,ロベルト・アロマー,17,1968,,スポーツ,MEDIUM
P7130228,黒木瞳,17,1960,,ビジネス,MEDIUM
P1A4473A,平原綾香,17,1984,,音楽,MEDIUM
PD28530E,渡辺直美,17,1987,,エンターテイメント,MEDIUM
P8526054,鈴木康博,17,1948,,音楽,MEDIUM
P57AD10A,エリック・シュミット,17,1954,,ビジネス,MEDIUM
PF515297,渡嘉敷来夢,17,1991,,スポーツ,MEDIUM
P18919F1,高田延彦,17,1888,,スポーツ,MEDIUM
PBFBAFB2,坂田昌一,17,1940,,科学・技術,MEDIUM
PA2221EA,ステフィ・グラフ,17,1934,,スポーツ,MEDIUM
P8DE4364,カール・ロジャーズ,17,1904,,学術・研究,MEDIUM
PE753CBA,山田恵里,17,1984,,スポーツ,MEDIUM
P97F24BF,ジョエル・コーエン,34,1944,,映画・演劇,MEDIUM
PA107568,ビリー・ホリデイ,34,1915,,音楽,MEDIUM
P564BAB4,原節子,34,1868,1963.0,俳優・女優,MEDIUM
P04F9A8C,土井晩翠,34,1872,,学術・研究,MEDIUM
PFCCAD6F,川内優輝,34,1987,,スポーツ,MEDIUM
PA5FCADB,カール・ガウス,34,1771,,学術・研究,MEDIUM
P8882814,浅田稔,34,1954,,学術・研究,MEDIUM
P0F160E0,唐沢寿明,34,1866,,映画・演劇,MEDIUM
P905689A,田中将斗,34,1973,,スポーツ,MEDIUM
P9FE2A83,アレクサンドル・デュマ,34,1788,,文学,MEDIUM
P02D02DB,ピーター・ブルック,34,1919,,芸術・文化,MEDIUM
PAA75719,中村紀洋,34,1974,,スポーツ,MEDIUM
P59EB907,津田左右吉,34,1868,,芸術・文化,MEDIUM
PC7CD943,フィリップ・グラス,34,1941,,音楽,MEDIUM
P7997C15,テレサ・メイ,34,1948,,政治・社会,MEDIUM
P39EB6A7,山本譲二,34,1923,,音楽,MEDIUM
P9C92F21,室伏由佳,34,1977,,スポーツ,MEDIUM
P7EBDDC8,林家たい平,34,1933,,芸術・文化,MEDIUM
P617830F,古今亭志ん朝,34,1898,,芸術・文化,MEDIUM
PCA68119,リヒテル,36,1943,,音楽,MEDIUM
P7653A98,シャデー,36,1980,,音楽,MEDIUM
P770724A,つじあやの,36,1978,,音楽,MEDIUM
P68F7BB8,真鍋淑郎,36,1870,1960.0,学術・研究,MEDIUM
P34EA398,北野武,36,1949,,映画・演劇,MEDIUM
PA619699,クリス・パイン,36,1980,,エンターテイメント,MEDIUM
P8526054,鈴木康博,36,1948,,音楽,MEDIUM
P8F9702E,森野将彦,36,1978,,スポーツ,MEDIUM
P4E2DF51,鬼束ちひろ,36,1980,,音楽,MEDIUM
P21E7E11,所ジョージ,36,1954,,エンターテイメント,MEDIUM
PE60A5AE,室田伊緒,36,1989,,スポーツ,MEDIUM
PF3D03A0,小澤征爾,36,1935,,音楽,MEDIUM
P9279BB0,ツィメルマン,36,1927,,音楽,MEDIUM
P3650EC6,オスカー・ピーターソン,61,1920,,音楽,MEDIUM
PC9F08C7,森本雅樹,61,1906,,学術・研究,MEDIUM
P3FB36E4,古河虎之助,62,1835,,ビジネス,MEDIUM
PB58853B,村田晃嗣,62,1948,,政治・社会,MEDIUM
P257E099,松たか子,62,1910,,映画・演劇,MEDIUM
P3777144,三代目桂米朝,62,1922,,芸術・文化,MEDIUM
PC591B4E,セルゲイ・エイゼンシュテイン,62,1885,,芸術・文化,MEDIUM
P55F7916,フィル・スペクター,62,1939,,音楽,MEDIUM
PB3811EC,サン・プラザ中野くん,62,1935,,音楽,MEDIUM
P08A3594,鶴見和雄,67,1956,,ビジネス,HIGH
PBBA5489,橋本聖子,67,1940,,スポーツ,HIGH
P5F13A4E,西田亙,67,1945,,科学・技術,HIGH
P1BE9087,榎本武揚,67,1837,,科学・技術,HIGH
PCFA4BEC,日野原重明,67,1911,2017.0,科学・技術,HIGH
P8867E72,ロジャー・バニスター,67,1894,,スポーツ,HIGH
P19D6ABF,ジョージ・R・R・マーティン,67,1944,,エンターテイメント,HIGH
PD6B485B,松尾豊,67,1935,,科学・技術,HIGH
P9DCA17B,ダシール・ハメット,67,1884,,芸術・文化,HIGH
P7C79DC9,昴生,67,1950,,エンターテイメント,HIGH
PA7C5620,ベニチオ・デル・トロ,67,1949,,映画・演劇,HIGH
P006A642,ビル・マーレイ,67,1930,,映画・演劇,HIGH
P6A3D740,ゲイリー・シニーズ,67,1884,,映画・演劇,HIGH
PD5F4E14,ランディ・クロフォード,67,1952,,音楽,HIGH
P03F4135,深川栄洋,67,1922,,芸術・文化,HIGH
P940F8D1,谷口吉郎,67,1916,,芸術・文化,HIGH
P099319B,D・H・ロレンス,67,1873,,文学,HIGH
P8E9B808,坂東眞砂子,67,1949,,文学,HIGH
PF6B141B,マルコーニ,67,1851,,科学・技術,HIGH
P7725DD4,ジャンゴ・ラインハルト,67,1893,,音楽,HIGH
P6CB7745,増田靖,67,1947,,科学・技術,HIGH
PEFD8AA7,浅野温子,67,1952,,映画・演劇,HIGH
PFE46928,阿川佐和子,67,1954,,政治・社会,HIGH
P1FF6796,ロッド・スチュワート,67,1945,,音楽,HIGH
PC04F0A9,ニコラ・サルコジ,67,1942,,政治・社会,HIGH
PA916E60,フィリップ・K・ディック,67,1910,,文学,HIGH
P5135FBF,W・サマセット・モーム,67,1877,,文学,HIGH
P0034440,細川たかし,67,1873,,音楽,HIGH
P93246E9,松浦武四郎,67,1825,,探検・冒険,HIGH
P9893841,土井たか子,67,1928,,政治・社会,HIGH
P71FF654,河野洋平,67,1918,,政治・社会,HIGH
PC306980,中岡慎太郎,67,1819,,歴史,HIGH
P12AC501,マックス・フォン・シドー,67,1929,2020.0,映画・演劇,HIGH
P711E5CC,ドリー・パートン,67,1944,,音楽,HIGH
PDF73A6E,田中一村,67,1901,,芸術・文化,HIGH
P4327AFA,チム・バーナーズ＝リー,67,1956,,学術・研究,HIGH
PF09D3AA,宮澤喜一,67,1919,,政治・社会,HIGH
P49D1A22,フレディ・ハバード,67,1901,,音楽,HIGH
P93F859B,リー・リトナー,67,1884,,音楽,HIGH
PF591CAB,観世寿夫,67,1899,,芸術・文化,HIGH
PC3B97EF,大島まり,67,1940,,科学・技術,HIGH
PC6610E0,鶴田浩二,67,1925,,俳優・女優,HIGH
PE71C0DE,エミリー・ブロンテ,67,1812,,文学,HIGH
P505312A,町田啓太,67,1878,,映画・演劇,HIGH
PF672F27,曽野綾子,67,1931,,政治・社会,HIGH
P763C86F,津田青楓,67,1886,,芸術・文化,HIGH
P5408FAC,広岡浅子,67,1831,,ビジネス,HIGH
PAC6753A,あき竹城,67,1942,,エンターテイメント,HIGH
P26E7913,フィリップ・ベイカー・ホール,67,1918,,映画・演劇,HIGH
P743BF7F,田中星児,67,1947,,音楽,HIGH
P0333B4A,杉真理,67,1954,,音楽,HIGH
P0A13A58,ポール・オースター,67,1942,,文学,HIGH
P2A5467A,フェリペ・ジュノー,67,1917,,芸術・文化,HIGH
P2F1C491,クリス・レア,67,1951,,音楽,HIGH
P0D9360F,森村誠一,67,1921,,芸術・文化,HIGH
P0E3EBBF,アニタ・ベイカー,67,1906,,音楽,HIGH
PE3B8951,近藤淳,67,1906,,学術・研究,HIGH
PC72DE22,根岸隆,67,1936,,学術・研究,HIGH
PD4F5843,松本清,67,1929,,科学・技術,HIGH
P92BDE40,仲代達矢,67,1840,1932.0,映画・演劇,HIGH
PAA24C29,ベティ・ホワイト,67,1922,2021.0,エンターテイメント,HIGH
PD41887,マルコムX,67,1926,,政治・社会,HIGH
PE327B33,ノーラン・ライアン,67,1948,,スポーツ,HIGH
PA5E879E,ヒューゴ・チャベス,67,1954,,政治・社会,HIGH
PEB32687,クラウス・キンスキー,67,1906,,映画・演劇,HIGH
P01854E2,ボニー・タイラー,67,1931,,音楽,HIGH
P11DAFEA,谷山豊,67,1911,,学術・研究,HIGH
P0BACC07,ウォーレン・ベイティ,67,1897,,映画・演劇,HIGH
P1AA5997,フィリップ・カーン,67,1953,,科学・技術,HIGH
P8ACC953,ジェームズ・メンデルソン,67,1956,,学術・研究,HIGH
PB3C071F,ピエール・ブーレーズ,67,1925,,音楽,HIGH
PEEE4921,ジョン・ダルトン,67,1767,,科学・技術,HIGH
P95AEE69,フィボナッチ,67,1940,,学術・研究,HIGH
P399A1DB,田中圭一,67,1901,,芸術・文化,HIGH
P1DCE9F2,市川左團次,67,1924,,芸術・文化,HIGH
PD2DE87D,竹島宏,67,1885,,音楽,HIGH
P6A03A69,ウンベルト・エーコ,67,1922,,文学,HIGH
P881DD53,ヘルムート・コール,67,1930,,政治・社会,HIGH
P0C5C8E9,アーマッド・ジャマル,67,1933,,音楽,HIGH
P4BB7353,マーガレット・ミッチェル,67,1901,,文学,HIGH
P39CDEAB,尾崎将司,67,1947,,スポーツ,HIGH
PE9BD8BB,田宮二郎,67,1952,,俳優・女優,HIGH
P7191986,秋山仁,67,1919,,学術・研究,HIGH
P561E013,アンドラーシュ・シフ,67,1950,,音楽,HIGH
P7C65E53,ゲイリー・バートン,67,1944,,音楽,HIGH
PECEDBB6,スティーブン・グールド,67,1919,,学術・研究,HIGH
P33CCCF5,エリック・バードン,67,1941,,音楽,HIGH
P98DED2E,鹿島岩蔵,68,1820,,ビジネス,MEDIUM
P0034440,細川たかし,68,1873,,音楽,MEDIUM
PE64AB31,西田敏行,68,1947,,ビジネス,MEDIUM
P2F2B03D,サミュエル・L・ジャクソン,68,1939,,映画・演劇,MEDIUM
P6B3EB72,柳田理科雄,68,1901,,ビジネス,MEDIUM
PDEFDE1F,秋月康夫,68,1950,,学術・研究,MEDIUM
PD6388F3,木村重信,68,1921,,芸術・文化,MEDIUM
PA42966B,石田えり,68,1923,,映画・演劇,MEDIUM
P9418C6B,原田芳雄,68,1913,,芸術・文化,MEDIUM
P5F6D73F,高中正義,68,1953,,音楽,MEDIUM
P14E75CA,ロジャー・ウォーターズ,68,1942,,音楽,MEDIUM
P70EDD01,古田敦也,68,1927,,スポーツ,MEDIUM
P0146EB2,キャノンボール・アダレイ,68,1928,,音楽,MEDIUM
PE12FD3A,鷲田清一,68,1921,,学術・研究,MEDIUM
PEB87A97,愛子内親王,68,1938,,歴史,MEDIUM
P8CD210A,徳川家治,68,1762,,歴史,MEDIUM
PCB46D82,中村雅哉,69,1902,,科学・技術,MEDIUM
P982C3B1,神山健治,69,1940,,科学・技術,MEDIUM
PAC4FBA3,ヨハネス・ケプラー,69,1940,,科学・技術,MEDIUM
PF9F1128,ビワハヤヒデ,69,1953,,競走馬,MEDIUM
P9068215,レイ・トムリンソン,69,1941,,科学・技術,MEDIUM
P5495248,浅野いにお,69,1922,,芸術・文化,MEDIUM
P87A5170,田中陽子,69,1942,,スポーツ,MEDIUM
PBD77586,ルー・リード,69,1909,,音楽,MEDIUM
P70EDD01,古田敦也,69,1927,,スポーツ,MEDIUM
P1B0CCFA,吉田夕梨花,69,1956,,スポーツ,MEDIUM
P74012F2,末延吉正,69,1949,,政治・社会,MEDIUM
P98DED2E,鹿島岩蔵,69,1820,,ビジネス,MEDIUM
P0034440,細川たかし,69,1873,,音楽,MEDIUM
P0146EB2,キャノンボール・アダレイ,69,1928,,音楽,MEDIUM
P46110E2,木村栄,69,1862,,学術・研究,MEDIUM
P5D59825,ポン・ジュノ,69,1940,,映画・演劇,MEDIUM
PC28EC3A,田村善之,69,1927,,科学・技術,MEDIUM
PCACF351,三木清,69,1897,,学術・研究,MEDIUM
P99ED38A,遠藤謙,69,1940,,科学・技術,MEDIUM
P42AFE6F,ジャン・ピアジェ,69,1897,,学術・研究,MEDIUM
P94DBCC1,ゴードン・ベル,69,1930,,科学・技術,MEDIUM
PBAC7D43,オリヴィア・デ・ハヴィランド,69,1916,2020.0,映画・演劇,MEDIUM
PCA14971,ジョン・ル・カレ,69,1907,,文学,MEDIUM
P200F0F8,ヘルマン・オーベルト,69,1896,,科学・技術,MEDIUM
P5A7D733,マイケル・ブルームバーグ,69,1950,,ビジネス,MEDIUM
P5951172,今井美樹,69,1951,,芸術・文化,MEDIUM
P641F985,清水幾太郎,69,1886,,学術・研究,MEDIUM
PDB36A73,ロバート・プラント,69,1948,,音楽,MEDIUM
P234681D,安藤優子,69,1953,,アナウンサー・キャスター,MEDIUM
PCC2402C,郷ひろみ,69,1955,,エンターテイメント,MEDIUM
PF72BA3A,ハーバート・サイモン,69,1925,,科学・技術,MEDIUM
PF8ACD27,藤井フミヤ,69,1921,,音楽,MEDIUM
PA553B99,松友美佐紀,69,1944,,スポーツ,MEDIUM
PE71B587,近藤滋,69,1944,,科学・技術,MEDIUM
P0CAF715,永野重雄,69,1912,,ビジネス,MEDIUM
P26E7913,フィリップ・ベイカー・ホール,69,1918,,映画・演劇,MEDIUM
PB070B48,西條恭介,69,1957,,ビジネス,MEDIUM
P57AD10A,エリック・シュミット,69,1954,,ビジネス,MEDIUM
PD727A1F,ソダシ,69,1951,,競走馬,MEDIUM
P6284D24,谷津矢車,69,1950,,文学,MEDIUM
P049E67F,J.J.ジョンソン,69,1903,,音楽,MEDIUM
P2EE8050,イーディス・ウォートン,69,1863,,文学,MEDIUM
PE83A74B,ニック・ドレイク,69,1906,,音楽,MEDIUM
P597C41A,田中美佐子,72,1934,,映画・演劇,HIGH
P23B7EA5,平幹二朗,72,1914,,映画・演劇,HIGH
P8867E72,ロジャー・バニスター,72,1894,,スポーツ,HIGH
P618FF60,伊集院静,72,1901,,芸術・文化,HIGH
P4FD1792,高野長英,72,1784,,科学・技術,HIGH
PDBB26E1,ホルヘ・ルイス・ボルヘス,72,1900,,文学,HIGH
P6140B41,東井義雄,72,1912,,学術・研究,HIGH
PA6855FE,岩崎弥之助,72,1851,,ビジネス,HIGH
P52BF511,ベルンハルト・リーマン,72,1827,,科学・技術,HIGH
P17C54D6,辰野金吾,72,1844,,芸術・文化,HIGH
PC1BAB1C,アルフレッド・ウォーレス,72,1823,,探検・冒険,HIGH
P8B5DA87,鈴木善幸,72,1925,,政治・社会,HIGH
PF54CFAF,橋爪功,72,1941,,スポーツ,HIGH
PEDF34BF,小松左京,72,1930,,学術・研究,HIGH
PB7A8E7A,ジョージ・ルーカス,72,1937,,エンターテイメント,HIGH
PF6B141B,マルコーニ,72,1851,,科学・技術,HIGH
PC90940D,ジャッキー・ロビンソン,72,1894,,スポーツ,HIGH
PEE0EBF5,ジョイス,72,1903,,芸術・文化,HIGH
P6524EF6,久坂部羊,72,1910,,科学・技術,HIGH
PF9D776D,竹内栖鳳,72,1859,,芸術・文化,HIGH
P28B9C36,宮内義彦,72,1935,,ビジネス,HIGH
P4F5BE7E,シモン・ペレス,72,1929,,政治・社会,HIGH
P6C1BC09,富司純子,72,1941,,映画・演劇,HIGH
P59D3D4E,奥原希望,72,1937,,スポーツ,HIGH
P18A1019,ロバート・オハラ・バーク,72,1821,,探検・冒険,HIGH
P17DBD4A,リチャード・スタルマン,72,1940,,科学・技術,HIGH
PFCBDFE9,石坂公成,72,1943,,科学・技術,HIGH
PAA5189A,エリクソン,72,1903,,学術・研究,HIGH
P3650EC6,オスカー・ピーターソン,72,1920,,音楽,HIGH
PEF39186,坂本龍一,72,1926,,エンターテイメント,HIGH
P5209DC2,クロノジェネシス,72,1954,,競走馬,HIGH
P86352B2,竹鶴政孝,72,1894,,ビジネス,HIGH
P0F5F35F,林家正蔵,72,1886,,芸術・文化,HIGH
P5D7FC9C,新島襄,72,1825,,芸術・文化,HIGH
P62F93CE,シモン・ボリバル,72,1749,,歴史,HIGH
PF14E049,太田裕美,72,1951,,音楽,HIGH
P505312A,町田啓太,72,1878,,映画・演劇,HIGH
P7BB175D,衣笠貞之助,72,1899,,映画・演劇,HIGH
P5272DB6,小野不由美,72,1922,,芸術・文化,HIGH
PD819CB8,ビリー・ジョエル,72,1943,,音楽,HIGH
PA870055,ロバート・ゴダード,72,1877,,科学・技術,HIGH
PEA5126F,カール・マルクス,72,1819,,学術・研究,HIGH
PCCC27DA,塚原光男,72,1940,,スポーツ,HIGH
P4CB16CD,藤堂明保,72,1920,,科学・技術,HIGH
P0146EB2,キャノンボール・アダレイ,72,1928,,音楽,HIGH
PD6B485B,松尾豊,72,1935,,科学・技術,HIGH
