person_id,person_name,target_age,birth_year,death_year,category,priority
P3B70CC0,イヨ・ミン・ペイ,0,1923,,芸術・文化,CRITICAL
PE81001C,今井むつみ,0,1919,,学術・研究,CRITICAL
P99E40F1,中澤佑二,0,1978,,スポーツ,CRITICAL
PAD45E47,福田萌,0,1984,,政治・社会,CRITICAL
PA6EC284,長谷川等伯,0,1539,,音楽,CRITICAL
P625F526,中井貴一,0,1920,,映画・演劇,CRITICAL
P6457BDD,トム・モレロ,0,1954,,音楽,CRITICAL
PF672F27,曽野綾子,0,1931,,政治・社会,CRITICAL
P85B6585,カマシ・ワシントン,0,1981,,音楽,CRITICAL
P517C125,グロリア・ゲイナー,0,1939,,音楽,CRITICAL
P710BB63,HIKAKIN,0,1989,,芸術・文化,CRITICAL
PE88E31,フランツ・カフカ,0,1885,,文学,CRITICAL
P94DAFF2,トム・フォード,0,1957,,芸術・文化,CRITICAL
P3943D87,UA,0,1878,,音楽,CRITICAL
P7CFD801,カーネル・サンダース,0,1890,,ビジネス・経営,CRITICAL
P70D8313,シアーシャ・ローナン,0,1941,,映画・演劇,CRITICAL
PEB6791A,松永安左エ門,0,1875,,ビジネス,CRITICAL
P920AA4C,マルティン・スコセッシ,0,1969,,芸術・文化,CRITICAL
P0AD7A42,トニー・ベネット,0,1926,2023.0,音楽,CRITICAL
P77FB628,シルヴィア・プラス,0,1933,,文学,CRITICAL
P00156E2,田中信行,0,1937,,芸術・文化,CRITICAL
PF3CBFD3,野村芳太郎,0,1905,,映画・演劇,CRITICAL
P0FD009F,ハーディー・ワインベルク,0,1904,,科学・技術,CRITICAL
P95892D4,毛利衛,0,1940,,科学・技術,CRITICAL
P5A05149,ロバート・パティンソン,0,1856,,映画・演劇,CRITICAL
P12C010B,ヴィム・ヴェンダース,0,1942,,芸術・文化,CRITICAL
PED57A2E,レオン・ブラック,0,1935,,ビジネス,CRITICAL
P2F24784,シンディ・シャーマン,0,1936,,芸術・文化,CRITICAL
PECBCC24,運慶,0,1924,,歴史,CRITICAL
P038471E,ミドリ,0,1943,,音楽,CRITICAL
P9C92F21,室伏由佳,0,1977,,スポーツ,CRITICAL
PE4710AD,栗城史多,0,1977,,探検・冒険,CRITICAL
PB875522,甘利俊一,0,1948,,科学・技術,CRITICAL
P3D10BDE,野中広務,0,1925,2018.0,政治・社会,CRITICAL
P52297C7,清春,0,1968,,音楽,CRITICAL
PA916E60,フィリップ・K・ディック,0,1910,,文学,CRITICAL
P29D6F99,姫野和樹,0,1994,,スポーツ,CRITICAL
P3CDDD44,梅原龍三郎,0,1873,,芸術・文化,CRITICAL
P7689702,清滝信宏,0,1954,,学術・研究,CRITICAL
PE665C91,ジャンヌ・カルマン,0,1875,1997.0,長寿,CRITICAL
PC482AF6,大橋悠依,0,1988,,スポーツ,CRITICAL
P0132E55,山田康正,0,1927,,科学・技術,CRITICAL
P685A067,玉木宏,0,1958,,エンターテイメント,CRITICAL
P89E7318,黒木メイサ,0,1988,,スポーツ,CRITICAL
P211E08B,鳥井信一郎,0,1918,,ビジネス,CRITICAL
P01D924B,ゲオルク・オーム,0,1789,,学術・研究,CRITICAL
PAF8D760,諏訪内晶子,0,1972,,音楽,CRITICAL
P9E8BBDB,イアン・グッドフェロー,0,1964,,科学・技術,CRITICAL
P1B25302,高橋周平,0,1922,,芸術・文化,CRITICAL
P339C643,樂吉左衞門,0,1909,,芸術・文化,CRITICAL
PF21F32E,遠藤実,0,1952,,音楽,CRITICAL
P6F254F4,岡田美里,0,1968,,芸術・文化,CRITICAL
P1C0E24C,マリス・ヤンソンス,0,1936,,音楽,CRITICAL
P5B8F255,ステファニー・グラフ,0,1973,,スポーツ,CRITICAL
PA57E67F,水森かおり,0,1973,,音楽,CRITICAL
P74D8716,内田真礼,0,1989,,エンターテイメント,CRITICAL
PE3DD790,大竹省二,0,1924,,芸術・文化,CRITICAL
PFF662D6,ルネ・マグリット,0,1886,,芸術・文化,CRITICAL
PF211EC1,チャールズ・ディケンズ,0,1812,,文学,CRITICAL
P83BF45E,白川正芳,0,1906,,科学・技術,CRITICAL
PFC3DFFF,アストル・ピアソラ,0,1921,,音楽,CRITICAL
PD44D0C0,シンシン,0,1915,,動物,CRITICAL
P9AC4F2E,緒方洪庵,0,1802,,科学・技術,CRITICAL
PD00F847,内田康夫,0,1940,,文学,CRITICAL
PCCBEAB8,ボビー・オロゴン,0,1955,,スポーツ,CRITICAL
P52F3AC8,棚橋弘至,0,1977,,スポーツ,CRITICAL
PD727A1F,ソダシ,0,1951,,競走馬,CRITICAL
P2BE74CC,古田足日,0,1889,,芸術・文化,CRITICAL
PB085EC1,ホレス・シルヴァー,0,1914,,音楽,CRITICAL
PD1F4115,佐野元春,0,1939,,音楽,CRITICAL
P7BC97F4,森和俊,0,1897,,科学・技術,CRITICAL
P52690D0,大杉栄,0,1885,,政治・社会,CRITICAL
PBBFFF57,与良正男,0,1955,,政治・社会,CRITICAL
P62765E9,井上陽水,0,1948,,音楽,CRITICAL
P022F195,マーク・ラファロ,0,1967,,俳優・女優,CRITICAL
PE81D961,野口悠紀雄,0,1940,,学術・研究,CRITICAL
PFDB1060,最上義光,0,1945,,歴史,CRITICAL
P1C255EC,古谷徹,0,1956,,エンターテイメント,CRITICAL
P6284D24,谷津矢車,0,1950,,文学,CRITICAL
PFD846D1,レイモン・ラディゲ,0,1842,,芸術・文化,CRITICAL
P7D291FA,角幡唯介,0,1973,,探検・冒険,CRITICAL
P8616426,重松清,0,1959,,芸術・文化,CRITICAL
P3B8CA97,サム・アルトマン,0,1985,,ビジネス,CRITICAL
P28BB228,ジョン・クリクファルーシ,0,1962,,アニメ・漫画・ゲーム,CRITICAL
PFEECC64,木村一八,0,1969,,スポーツ,CRITICAL
PAF90FFA,酒井田柿右衛門,0,1939,,芸術・文化,CRITICAL
P38F7CE6,シューマン,0,1810,,音楽,CRITICAL
P3FBD374,カスパー・ルード,0,1960,,スポーツ,CRITICAL
PCDABFE9,池谷幸雄,0,1952,,スポーツ,CRITICAL
P6AE6E2B,ヒース・レジャー,0,1979,,映画・演劇,CRITICAL
P41351A3,テイエムオペラオー,0,1914,,競走馬,CRITICAL
PD4A5505,ジェシー・ノーマン,0,1909,,音楽,CRITICAL
P0B30191,古河潤吉,0,1835,,ビジネス,CRITICAL
PB29F778,ケイト・モス,0,1965,,芸術・文化,CRITICAL
P5A09416,猪口邦子,0,1949,,政治・社会,CRITICAL
P4A70176,アンジェリーナ・ジョリー,0,1965,,俳優・女優,CRITICAL
P352CDAD,米沢富美子,0,1922,,科学・技術,CRITICAL
P62F93CE,シモン・ボリバル,0,1749,,歴史,CRITICAL
P0178103,松本幸四郎,0,1929,,芸術・文化,CRITICAL
P6B02E1E,ラジブ・ガンディー,0,1945,,政治・社会,CRITICAL
P52203C6,谷文晁,0,1889,,芸術・文化,CRITICAL
PC491FF2,富士川游,0,1942,,科学・技術,CRITICAL
PA00CA10,佐治晴夫,0,1949,,科学・技術,CRITICAL
P2E39551,アラン・シェパード,0,1941,,探検・冒険,CRITICAL
PF8B650A,岡本裕,0,1953,,科学・技術,CRITICAL
P9FE2A83,アレクサンドル・デュマ,0,1788,,文学,CRITICAL
P6979883,ピーター・ヒッグス,0,1953,,学術・研究,CRITICAL
P3A937A5,ジェリー・ライス,0,1962,,スポーツ,CRITICAL
P72D8D22,長友佑都,0,1986,,スポーツ,CRITICAL
P920AE1D,エヴァ・ロンゴリア,0,1975,,スポーツ,CRITICAL
P3E1BF26,原研哉,0,1956,,芸術・文化,CRITICAL
PD956418,田知本遥,0,1990,,スポーツ,CRITICAL
PDBB26E1,ホルヘ・ルイス・ボルヘス,0,1900,,文学,CRITICAL
P7CC03D2,ホクトベガ,0,1938,,競走馬,CRITICAL
P51D71B8,想田和弘,0,1929,,芸術・文化,CRITICAL
P877C4FB,戸上隼輔,0,1958,,スポーツ,CRITICAL
PF99B77F,ロマン・ポランスキー,0,1924,,芸術・文化,CRITICAL
P417D3BA,ロバート・レッドフォード,0,1926,,映画・演劇,CRITICAL
P837E6FB,クリストファー・ノーラン,0,1935,,映画・演劇,CRITICAL
PD146CE2,フィリップ・ジマーマン,0,1947,,科学・技術,CRITICAL
P2CE8672,森崎ウィン,0,1892,,映画・演劇,CRITICAL
PF880C3F,桂小太郎,0,1928,,歴史,CRITICAL
PB1277E1,ヴィルヘルム・レントゲン,0,1812,,科学・技術,CRITICAL
PCFD211E,ディック・ヴァン・ダイク,0,1925,,エンターテイメント,CRITICAL
PF57F617,トルーマン・カポーティ,0,1885,,芸術・文化,CRITICAL
PD5F4214,ジェームズ・ワット,0,1740,,科学・技術,CRITICAL
P355AB49,ホイス・グレイシー,0,1966,,エンターテイメント,CRITICAL
P7CE8E3D,池波正太郎,0,1902,,芸術・文化,CRITICAL
P7DCD0B5,近藤重蔵,0,1771,,探検・冒険,CRITICAL
PB4F7642,松島正昭,0,1950,,ビジネス,CRITICAL
P876722F,川鍋一朗,0,1954,,ビジネス,CRITICAL
P6AB5811,柳宗理,0,1920,,芸術・文化,CRITICAL
PA3D559E,ブルックス・ケプカ,0,1990,,スポーツ,CRITICAL
P0127810,岡田有希子,0,1948,,アイドル,CRITICAL
PF067F8E,常田大希,0,1992,,音楽,CRITICAL
P2ED3A2C,下野紘,0,1876,,エンターテイメント,CRITICAL
P0D617EC,本多勝一,0,1932,,探検・冒険,CRITICAL
PD3D7718,戸塚洋二,0,1935,,学術・研究,CRITICAL
PECF8DB9,坂本勇人,0,1988,,スポーツ,CRITICAL
P7E39A7E,大畑大介,0,1975,,スポーツ,CRITICAL
PB69D9A5,ジョナサン・エドワーズ,0,1703,,スポーツ,CRITICAL
PB470CEC,アントニオ・マルガリート,0,1978,,スポーツ,CRITICAL
P34B1C41,佐藤信夫,0,1949,,スポーツ,CRITICAL
P020ADA5,鈴木亜由子,0,1936,,スポーツ,CRITICAL
PC40FB17,緒方孝市,0,1917,,スポーツ,CRITICAL
P26A6E3A,山本博,0,1962,,スポーツ,CRITICAL
P7A98607,スティーブ・カレル,0,1962,,エンターテイメント,CRITICAL
P9546B3C,稲森いずみ,0,1923,,映画・演劇,CRITICAL
P7F88681,宮崎駿,0,1939,,芸術・文化,CRITICAL
PDD2D891,リック・ウェイクマン,0,1889,,音楽,CRITICAL
P012187D,マレー・ゲルマン,0,1889,,学術・研究,CRITICAL
PC94B18B,テンプル・グランディン,0,1948,,科学・技術,CRITICAL
P4FE85EF,木根尚登,0,1957,,音楽,CRITICAL
P799AFBC,宮野真守,0,1980,,エンターテイメント,CRITICAL
PD38D2D3,ユジャ・ワン,0,1987,,音楽,CRITICAL
PAC6B187,中山一郎,0,1957,,ビジネス,CRITICAL
P425B56D,ウォルター・ブラッテン,0,1920,,科学・技術,CRITICAL
PFD90167,水前寺清子,0,1945,,音楽,CRITICAL
P96AB20C,坂口志文,0,1949,,科学・技術,CRITICAL
P8DA8B72,綿矢りさ,0,1944,,文学,CRITICAL
P1A357CB,大倉喜七郎,0,1880,,ビジネス,CRITICAL
PCDA711E,ピエール・アゴスティーニ,0,1920,,科学・技術,CRITICAL
P445B6E4,住友友純,0,1845,,ビジネス,CRITICAL
P1A54106,スティーヴ・ペリー,0,1899,,音楽,CRITICAL
PFF4B480,谷川翔,0,1999,,スポーツ,CRITICAL
PE78C4EE,ジャン・ジュネ,0,1887,,芸術・文化,CRITICAL
P80AA58D,ジョン・テンプルトン,0,1912,,ビジネス,CRITICAL
P69630F4,森田芳光,0,1910,,映画・演劇,CRITICAL
P0ACFA0C,チャールズ・ロイド,0,1936,,音楽,CRITICAL
PEB32687,クラウス・キンスキー,0,1906,,映画・演劇,CRITICAL
P35CF8B1,ジンバブエ・ムガベ,0,1910,,政治・社会,CRITICAL
P99AEAE2,あいみょん,0,1995,,音楽,CRITICAL
P0EB49B5,佐倉綾音,0,1994,,エンターテイメント,CRITICAL
P293C2C4,奥泉光,0,1948,,文学,CRITICAL
PB828439,エルネスト・ヘミングウェイ,0,1887,,芸術・文化,CRITICAL
PD68AC25,安重根,0,1859,,歴史,CRITICAL
P1B9D487,大橋卓弥,0,1978,,音楽,CRITICAL
P8C55188,マックス・レヴチン,0,1967,,ビジネス,CRITICAL
PF54CFAF,橋爪功,0,1941,,スポーツ,CRITICAL
P2BEB488,佐藤春夫,0,1870,,文学,CRITICAL
P09CAC0D,中村明彦,0,1881,,芸術・文化,CRITICAL
P1849690,ジョセフ・スティグリッツ,0,1928,,学術・研究,CRITICAL
P9F00F05,アイヴァン・サザランド,0,1939,,科学・技術,CRITICAL
P860C144,オーギュスト・コント,0,1795,,芸術・文化,CRITICAL
P14AD640,白瀬矗,0,1827,1912.0,探検・冒険,CRITICAL
P059B4BD,篠原一男,0,1927,,科学・技術,CRITICAL
P46ADEDA,ウィンストン・チャーチル,0,1875,,歴史,CRITICAL
P8526054,鈴木康博,0,1948,,音楽,CRITICAL
P2C2FD3A,JPモルガン・ジュニア,0,1867,,ビジネス,CRITICAL
PB6F63CA,三田佳子,0,1965,,ビジネス,CRITICAL
P0C06682,リンゼイ・ボン,0,1955,,スポーツ,CRITICAL
PFBF0C13,アルベール・カミュ,0,1912,,文学,CRITICAL
PF857BAB,バーブラ・ストライサンド,0,1941,,音楽,CRITICAL
PD45DD70,羽田健太郎,0,1950,,スポーツ,CRITICAL
PD0BA4CF,伊藤若冲,0,1715,1800.0,日本画家,CRITICAL
P47C92B8,グスタフ・キルヒホフ,0,1824,,科学・技術,CRITICAL
PB8BE874,阿川弘之,0,1894,,文学,CRITICAL
P6B20E13,ドン・デリーロ,0,1925,,文学,CRITICAL
P89D9215,エッシャー,0,1898,,芸術・文化,CRITICAL
P80CB42B,エルヴィス・コステロ,0,1959,,音楽,CRITICAL
P7DC6277,大林素子,0,1957,,スポーツ,CRITICAL
P0C97942,夏八木勲,0,1884,,映画・演劇,CRITICAL
P6DADECE,谷垣禎一,0,1956,,政治・社会,CRITICAL
PD23EA75,丸山桂里奈,0,1983,,スポーツ,CRITICAL
P0BBA6CB,イザベル・アジャーニ,0,1901,,映画・演劇,CRITICAL
P0492139,ジョン・ワナメーカー,0,1838,,ビジネス,CRITICAL
P696DEEE,菅直人,0,1940,,政治・社会,CRITICAL
PC51C671,フランク・ミラー,0,1957,,芸術・文化,CRITICAL
P398003B,円地文子,0,1890,,文学,CRITICAL
P3FCAD02,清水幹夫,0,1959,,科学・技術,CRITICAL
P18D37F4,橋岡優輝,0,1956,,スポーツ,CRITICAL
PEEE4921,ジョン・ダルトン,0,1767,,科学・技術,CRITICAL
PB70CD3B,今井正人,0,1940,,スポーツ,CRITICAL
PD28530E,渡辺直美,0,1987,,エンターテイメント,CRITICAL
PA254CB0,ウラジーミル・プーチン,0,1952,,政治・社会,CRITICAL
P9C55FBE,ホー・チ・ミン,0,1896,,歴史,CRITICAL
P0FA0606,フレミング,0,1883,,科学・技術,CRITICAL
PC14193F,森下仁丹,0,1845,,ビジネス,CRITICAL
PB4E4A57,ピーター・オトゥール,0,1886,,映画・演劇,CRITICAL
P62598B6,ブラッド・ピット,0,1964,,俳優・女優,CRITICAL
P98E9891,バーバラ・スタンウィック,0,1890,,映画・演劇,CRITICAL
P3AB2182,高橋治,0,1929,,スポーツ,CRITICAL
P48FD907,ジミー・カーター,0,1924,2024.0,政治・社会,CRITICAL
PF8ACD27,藤井フミヤ,0,1921,,音楽,CRITICAL
P7B5E607,スガシカオ,0,1966,,音楽,CRITICAL
P6E777B2,森田明弘,0,1935,,科学・技術,CRITICAL
P1B0274C,柴田亜衣,0,1880,,スポーツ,CRITICAL
P5E2A03D,佐藤優,0,1960,,学術・研究,CRITICAL
P5DFE8D7,ジョン・マッケンロー,0,1884,,スポーツ,CRITICAL
PA5E879E,ヒューゴ・チャベス,0,1954,,政治・社会,CRITICAL
P8C8C7CA,エーコ,0,1948,,文学,CRITICAL
PFA87726,塚本晋也,0,1886,,芸術・文化,CRITICAL
P1FE3BF9,紫雷イオ,0,1990,,スポーツ,CRITICAL
P582A1C2,ニール・ダイアモンド,0,1900,,音楽,CRITICAL
P3CEB0EF,辰巳リカ,0,1882,,芸術・文化,CRITICAL
PDC99615,レジーナ・キング,0,1970,,俳優・女優,CRITICAL
P78DC03A,石川さゆり,0,1949,,音楽,CRITICAL
P711E5CC,ドリー・パートン,0,1944,,音楽,CRITICAL
PA70FC97,森公美子,0,1959,,音楽,CRITICAL
P7E95EF2,古川俊治,0,1962,,科学・技術,CRITICAL
P3D1E362,本田真凜,0,1997,,スポーツ,CRITICAL
P7EC3073,佐々木主浩,0,1960,,芸術・文化,CRITICAL
PE64AB31,西田敏行,0,1947,,ビジネス,CRITICAL
PCD4254E,狩野芳崖,0,1828,,芸術・文化,CRITICAL
PB070B48,西條恭介,0,1957,,ビジネス,CRITICAL
P7C65E53,ゲイリー・バートン,0,1944,,音楽,CRITICAL
P6545562,古澤明,0,1953,,科学・技術,CRITICAL
PF1C4EAE,ハンス・セリエ,0,1907,,学術・研究,CRITICAL
P1C7E3E8,山岸明彦,0,1963,,学術・研究,CRITICAL
P42FC1AA,岡本真夜,0,1974,,音楽,CRITICAL
P5295DCE,ストーン・コールド・スティーブ・オースチン,0,1962,,エンターテイメント,CRITICAL
P596E029,石ノ森章太郎,0,1932,,芸術・文化,CRITICAL
P4A2F40D,須貝龍,0,1991,,スポーツ,CRITICAL
PF6C517F,バルトーク,0,1863,,芸術・文化,CRITICAL
PC1DDB13,河原温,0,1937,,芸術・文化,CRITICAL
PB21114D,小林光一,0,1952,,スポーツ,CRITICAL
P02B40D5,竹内啓,0,1924,,科学・技術,CRITICAL
P045ADDD,四十住さくら,0,1956,,スポーツ,CRITICAL
P9C286F8,谷口悟朗,0,1971,,アニメ・漫画・ゲーム,CRITICAL
P593FD54,田中喜美,0,1955,,科学・技術,CRITICAL
P9F5AB84,竹内昌治,0,1959,,科学・技術,CRITICAL
P6762065,チャカ・カーン,0,1939,,音楽,CRITICAL
PA71B7DB,ライザ・ミネリ,0,1923,,映画・演劇,CRITICAL
PEFFBBBD,エミネム,0,1972,,音楽,CRITICAL
P95CCCE1,ヴィンターニッツ,0,1925,,科学・技術,CRITICAL
P34F6955,入江陵介,0,1960,,スポーツ,CRITICAL
PE5823D4,真島昌利,0,1982,,音楽,CRITICAL
P69403C2,西森秀稔,0,1955,,科学・技術,CRITICAL
P7B722F8,ファビアン・カンチェラーラ,0,1981,,スポーツ,CRITICAL
PF3326E7,松井一郎,0,1965,,政治・社会,CRITICAL
PDD75147,古賀茂明,0,1945,,政治・社会,CRITICAL
P3885DF9,中沢正隆,0,1956,,学術・研究,CRITICAL
P95B69F8,小田切正明,0,1953,,スポーツ,CRITICAL
PCA68119,リヒテル,0,1943,,音楽,CRITICAL
P2BA29EA,シール,0,1863,,音楽,CRITICAL
PE2631F9,玉置浩二,0,1958,,音楽,CRITICAL
P76B88FE,東浜巨,0,1990,,スポーツ,CRITICAL
PB6EA4C8,都河明子,0,1942,,科学・技術,CRITICAL
PDDA1201,小林幸子,0,1957,,エンターテイメント,CRITICAL
P458E479,エラスムス,0,1940,,学術・研究,CRITICAL
P9B64260,窪塚洋介,0,1975,,芸術・文化,CRITICAL
P75190D3,谷口恒雄,0,1945,,芸術・文化,CRITICAL
P982C3B1,神山健治,0,1940,,科学・技術,CRITICAL
PB252E51,頼山陽,0,1767,,政治・社会,CRITICAL
P06F73F7,飯豊まりえ,0,1989,,俳優・女優,CRITICAL
PE8BDF17,正岡子規,0,1867,,芸術・文化,CRITICAL
PE2D7006,片岡我當,0,1941,,芸術・文化,CRITICAL
P9B2E242,富田靖子,0,1973,,芸術・文化,CRITICAL
P93778B3,ロバート・ノイス,0,1876,,科学・技術,CRITICAL
PCB98C44,ヴァージニア・アプガー,0,1925,,科学・技術,CRITICAL
P45B1809,南方熊楠,0,1868,,学術・研究,CRITICAL
P6004607,山崎貞一,0,1899,,学術・研究,CRITICAL
PD887F18,東野圭吾,0,1958,,科学・技術,CRITICAL
P47CC417,長岡正男,0,1956,,科学・技術,CRITICAL
P29D3133,エドワード・ウィッテン,0,1931,,学術・研究,CRITICAL
PB68C27F,パク・ソジュン,0,1990,,エンターテイメント,CRITICAL
PDA1217D,オッペンハイマー,0,1903,,科学・技術,CRITICAL
P76F8493,大村益次郎,0,1789,,歴史,CRITICAL
P49843D0,谷口正康,0,1957,,学術・研究,CRITICAL
PBACD62C,TAKURO,0,1971,,音楽,CRITICAL
PC631F74,服部良一,0,1907,,音楽,CRITICAL
P7316939,デヴィッド・アッテンボロー,0,1926,2024.0,科学・技術,CRITICAL
P25678E9,オリヴァー・ヘヴィサイド,0,1829,,科学・技術,CRITICAL
P9551ABC,アンナ・パヴロワ,0,1872,,芸術・文化,CRITICAL
PF1C4BC9,服部勇馬,0,1993,,スポーツ,CRITICAL
P01B04B2,中村桂子,0,1936,,科学・技術,CRITICAL
PD0E233A,サム・クック,100,1883,,音楽,CRITICAL
P56F4CD8,仁科芳雄,100,1890,,物理学者,CRITICAL
PCE2E5E8,ブロニスワフ・マリノフスキー,100,1862,,学術・研究,CRITICAL
PE082E99,アボガドロ,100,1777,,科学・技術,CRITICAL
PDBF3846,ジャック・アタリ,100,1911,,政治・社会,CRITICAL
P93E61A1,ドナ・タート,100,1921,,文学,CRITICAL
P89D9215,エッシャー,100,1898,,芸術・文化,CRITICAL
PE5E54B4,千田正穂,100,1922,,芸術・文化,CRITICAL
P29B3AB0,福沢諭吉,100,1832,,学術・研究,CRITICAL
P26B6D2F,ロイ・ヘインズ,100,1925,,音楽,CRITICAL
P53F3AE2,エイブラハム・リンカーン,100,1809,,歴史,CRITICAL
P81FA5FD,シャルル・ボードレール,100,1805,,文学,CRITICAL
PB828439,エルネスト・ヘミングウェイ,100,1887,,芸術・文化,CRITICAL
P35CF8B1,ジンバブエ・ムガベ,100,1910,,政治・社会,CRITICAL
P6A03A69,ウンベルト・エーコ,100,1922,,文学,CRITICAL
P6F66CF7,オーネット・コールマン,100,1923,,音楽,CRITICAL
P01D4B5B,高峰秀子,100,1925,,科学・技術,CRITICAL
P649A25A,ダグラス・エンゲルバート,100,1923,,科学・技術,CRITICAL
P8D8CA51,ジョン・ロックフェラー・ジュニア,100,1874,,ビジネス,CRITICAL
P2A12549,石田波郷,100,1889,,芸術・文化,CRITICAL
P628283C,長瀬富郎,100,1856,,ビジネス,CRITICAL
P33B2D6D,田畑智子,100,1905,,映画・演劇,CRITICAL
PEA44816,浅野総次郎,100,1858,,ビジネス,CRITICAL
P11D9096,アリソン・フェリックス,100,1880,,スポーツ,CRITICAL
PD2DE87D,竹島宏,100,1885,,音楽,CRITICAL
P18845A4,林崎良英,100,1915,,科学・技術,CRITICAL
P9E7CDCF,心の旅,100,1923,,音楽,CRITICAL
PECD03AB,太宰治,100,1906,,文学,CRITICAL
P453A85B,オットー・フォン・ビスマルク,100,1807,,歴史,CRITICAL
P0C19E00,松本洋一郎,100,1922,,科学・技術,CRITICAL
PD180689,星野道夫,100,1877,,写真家・探検家,CRITICAL
P41EFF0E,上野彦馬,100,1799,,歴史,CRITICAL
P7FB13C4,トーマス・ハリス,100,1909,,芸術・文化,CRITICAL
P7191986,秋山仁,100,1919,,学術・研究,CRITICAL
