﻿episode_id,person_id,person_name,episode_count,age,category,char_count,episode_text,episode_type,fact_check_result,group_name,is_group_member,person_type,quality_score,slot,source,tier,week,work_title,generation_timestamp,fame_tier,wikipedia_ja,textbook,award_level,notoriety,fame_score,composite_score,fame_score_updated_at,episode_fame_tier,episode_fame_score,episode_fame_score_updated_at,人生の節目タグ,記憶性スコア,共感性スコア,意外性スコア,生成品質スコア,教育的価値,ストーリー品質,事実密度,category_original,historical_significance_score,verifiability_score,cultural_impact_score,essential_insight_score,temporal_permanence_score,episode_importance_score,is_highlight,highlight_rank,highlight_selection_method,事実密度_float,priority_score,impressiveness_score,年代,episode_fame_score_original,教育的価値_original,ストーリー品質_original,事実密度_original,episode_id_original,birth_year,target_age,surprise_score,name_raw,title,affiliation,display_name_original,﻿episode_id,﻿episode_id.1
,P8C2BDAC,松下幸之助,,83,ビジネス,300,あなたと同じ83歳のとき、松下幸之助は経営の第一線から退いた後も、PHP研究所を通じて人間教育と平和活動に情熱を注いでいました。1978年、彼は「繁栄による平和」という理念のもと、全国各地で講演活動を精力的に展開。病弱だった幼少期から94歳まで生きた彼は、「人生に定年はない」と説き、晩年こそが人生の集大成であると語りました。特にこの時期、若手経営者との対話を重視し、自らの失敗体験を包み隠さず語ることで、年齢を重ねてもなお学び続ける姿勢を示しました。「道をひらく」などの著作を通じて、物質的な豊かさだけでなく、精神的な繁栄の重要性を訴え続け、高齢になっても社会に貢献できることを自ら体現したのです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:40:01,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,ビジネス,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,PB1B157C,渋沢栄一,,77,ビジネス,315,あなたと同じ77歳のとき、渋沢栄一は実業界の第一線から退き、社会事業に情熱を注いでいました。1917年、彼は養育院（現在の東京都健康長寿医療センター）の院長として、孤児や高齢者の福祉に尽力していました。500を超える企業の設立に関わった「日本資本主義の父」は、年齢を重ねてもなお、「富は社会全体で分かち合うべきもの」という信念を貫き、教育機関や福祉施設の設立を次々と支援しました。特にこの時期、彼は日米関係の改善にも力を注ぎ、青い目の人形交流を推進するなど、国際親善活動にも積極的でした。晩年の渋沢は、単なる事業家ではなく、社会全体の幸福を追求する「道徳経済合一説」の実践者として、91歳で亡くなるまで精力的に活動を続けたのです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:40:10,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,ビジネス,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,P0C9B285,クリント・イーストウッド,,79,映画・演劇,306,あなたと同じ79歳のとき、クリント・イーストウッドは映画『グラン・トリノ』で監督・主演を務め、老いと向き合う役柄を演じました。2009年、彼は俳優としての引退作となるこの作品で、頑固な朝鮮戦争帰還兵を熱演。撮影中、年齢を重ねたからこそ表現できる人生の重みや贖罪のテーマに真摯に向き合いました。さらに同年、『インビクタス/負けざる者たち』も監督し、ネルソン・マンデラの和解のメッセージを描きました。年齢を重ねてもなお創作意欲は衰えず、むしろ人生経験を糧に深みのある作品を生み出し続ける姿は、高齢になっても挑戦し続けることの価値を世界に示しました。彼の姿勢は「引退」ではなく「進化」を選ぶ生き方の象徴となっています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:40:20,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,映画・演劇,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,P48FD907,ジミー・カーター,,75,政治・社会,325,あなたと同じ75歳のとき、ジミー・カーターは世界各地の紛争地域を飛び回り、平和構築活動に献身していました。大統領退任後も決して引退することなく、カーターセンターを通じて選挙監視や病気撲滅運動を続け、この年齢を超えてもなお精力的に活動を展開。アフリカでのギニア虫症根絶プロジェクトでは、自ら現地に足を運び、貧しい村々で井戸掘りや衛生教育に汗を流しました。年齢を重ねてもなお、権力から最も遠い人々のために働き続ける姿勢が評価され、2002年にノーベル平和賞を受賞。授賞理由は「数十年にわたる平和的解決、民主主義、人権のための努力」でした。元大統領という肩書きを、人類への奉仕という使命に捧げた晩年の生き方は、高齢期の新たな可能性を示す模範となっています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:40:29,,,,NOBEL,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,政治・社会,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,P5A0D30C,ウォーレン・バフェット,,82,ビジネス,331,あなたと同じ82歳のとき、ウォーレン・バフェットは投資家として現役を貫きながら、史上最大規模の慈善活動を展開していました。2012年、彼は自身の資産の大部分をビル&メリンダ・ゲイツ財団などに寄付する計画を着実に実行し、この年だけで約30億ドルを寄付しました。年齢を重ねてもなお、毎日5時間以上を読書に費やし、「複利の力」を説きながら若い世代への投資教育にも情熱を注ぎました。オマハの質素な自宅に住み続け、朝食はマクドナルドで済ませるという飾らない生活スタイルを貫きつつ、バークシャー・ハサウェイの株主総会では数万人を前に機知に富んだ講演を行い、晩年の知恵と活力を示し続けました。「最高の投資は自分自身への投資」という信念のもと、生涯学習の重要性を体現したのです。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:40:38,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,ビジネス,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,PD260CC4,ネルソン・マンデラ,,71,政治・社会,308,あなたと同じ71歳のとき、ネルソン・マンデラは27年間の獄中生活を経て、南アフリカ初の黒人大統領に就任しました。1994年、人種隔離政策（アパルトヘイト）で分断された国を率いる重責を担った彼は、復讐ではなく和解の道を選びました。就任演説で「もはや誰も抑圧されることはない」と宣言し、真実和解委員会を設立。白人との共存を目指す姿勢は、世界中に感動を与えました。長年の投獄で失われた時間を嘆くのではなく、年齢を重ねてもなお未来志向で国家統合に尽力する姿は、晩年からでも歴史を変えられることを証明しました。彼の「憎しみは学習されるものであり、愛することも学べる」という言葉は、人生経験を重ねた者だけが語れる深い知恵でした。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:40:47,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,政治・社会,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,P3900500,志村けん,,77,エンターテイメント,471,"# 志村けんのエピソード（77歳時）

申し訳ございませんが、志村けんさんは2020年3月29日に70歳で逝去されているため、77歳時のエピソードを生成することはできません。

志村けんさんは1950年2月20日生まれで、2020年に新型コロナウイルス感染症により70歳で亡くなられました。そのため、77歳という年齢には達しておられません。

もし志村けんさんの晩年（60代後半〜70歳）のエピソードをご希望でしたら、以下のような内容が考えられます：

---

**あなたと同じ69歳のとき、志村けんは『バカ殿様』や『だいじょうぶだぁ』などの長寿番組を継続しながら、若手芸人の育成にも情熱を注いでいました。年齢を重ねてもなお、体を張ったコントへのこだわりは変わらず、収録前には入念な準備と稽古を欠かしませんでした。「笑いは人を元気にする」という信念のもと、50年以上にわたる芸人人生で培った技術を次世代に伝えることに力を注ぎ、日本のお笑い界に大きな足跡を残し続けていました。**

---

年齢設定の修正が必要な場合は、お知らせください。",ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:40:58,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,エンターテイメント,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,PF57D947,加山雄三,,75,音楽,317,あなたと同じ75歳のとき、加山雄三は若大将として活躍した往年の輝きを失わず、精力的なコンサート活動を続けていました。2012年、彼は75歳にして全国ツアーを敢行。ステージでは自らギターを弾き、ピアノを演奏し、2時間を超える公演をこなす体力と情熱を見せつけました。「音楽は僕の生命そのもの」と語る彼は、年齢を重ねてもなお新曲の制作にも意欲的で、若い世代のミュージシャンとの共演も積極的に行いました。愛する海とヨットへの情熱も衰えることなく、音楽と自然を愛する生き方を貫き続ける姿は、年齢に縛られない人生の可能性を多くの人々に示しました。「やりたいことがある限り、人生に定年はない」という彼の言葉は、高齢者に勇気と希望を与え続けています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:41:06,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,音楽,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,P54EE162,坂本九,,76,音楽,375,"申し訳ございませんが、坂本九さんについて重要な事実の訂正が必要です。

坂本九さんは1941年生まれで、1985年8月12日に日本航空123便墜落事故により43歳で亡くなられました。そのため、76歳時のエピソードは存在しません。

1985年は坂本九さんの最晩年ではなく、むしろ芸能活動の充実期でした。事故当時、彼は「上を向いて歩こう」などの名曲で知られる国民的歌手として、また俳優やタレントとしても幅広く活躍されていました。

もし坂本九さんについてのエピソードをご希望でしたら、以下のような時期での作成が可能です：
- 「上を向いて歩こう」が大ヒットした20代の頃
- 歌手として円熟期を迎えた30代後半から40代前半

別の設定でエピソードを作成いたしましょうか？それとも、実際に76歳まで生きられた別の音楽家のエピソードをお作りしましょうか？",ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:41:15,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,音楽,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,P38B2CD6,桂歌丸,,74,エンターテイメント,292,あなたと同じ74歳のとき、桂歌丸は体調不良と闘いながらも「笑点」の司会を務め続けていました。2016年、酸素吸入が必要な状態でありながら、50年間出演し続けた番組への責任感から舞台に立ち続けました。この年、ついに司会を勇退する決断をしましたが、最後まで視聴者に笑いを届けることへの使命感を貫きました。「落語家は高座で死ねれば本望」と語り、年齢や病を言い訳にせず、芸人としての矜持を示し続けた姿は多くの人々に感動を与えました。年齢を重ねてもなお、自分の役割を全うしようとする彼の姿勢は、人生の最後まで現役で働くことの意義と、プロフェッショナルとしての責任の重さを私たちに教えてくれます。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:41:24,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,エンターテイメント,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,P732CFDC,野村克也,,77,スポーツ,334,あなたと同じ77歳のとき、野村克也は楽天監督を退いた後も、解説者・評論家として精力的に活動していました。2010年、彼は野球解説の場で、現役時代から培ってきた「ID野球」の理論を惜しみなく語り続けました。年齢を重ねてもなお、その洞察力は衰えることなく、むしろ晩年特有の俯瞰的な視点から、選手の心理や配球の妙を鋭く分析しました。テレビやラジオで語られる彼の言葉は、単なる野球技術論にとどまらず、「人間教育」や「組織論」にまで及び、多くの指導者やビジネスパーソンにも影響を与えました。「野球は頭でするもの」という信念のもと、77歳になっても講演活動や著作活動を続け、生涯現役の姿勢を貫きました。その姿は、経験と知恵こそが高齢者の最大の武器であることを示す好例となりました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:41:33,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,スポーツ,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,PB54011E,長嶋茂雄,,71,スポーツ,319,あなたと同じ71歳のとき、長嶋茂雄は読売巨人軍の終身名誉監督に就任しました（2013年）。2004年に脳梗塞で倒れ、右半身に麻痺が残るという困難を抱えながらも、リハビリを続け、公の場に姿を現し続けました。この年、松井秀喜氏とともに国民栄誉賞を受賞し、東京ドームでの表彰式では、不自由な体ながらも笑顔で手を振り、多くのファンに感動を与えました。年齢を重ねてもなお、野球への情熱と人々を勇気づける力は衰えることなく、病を乗り越えて前向きに生きる姿は、高齢者にとって大きな希望となりました。「野球は人生そのもの」という信念のもと、晩年においても球界のシンボルとして輝き続けた姿は、困難に立ち向かう勇気の象徴として多くの人々の心に刻まれています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:41:41,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,スポーツ,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,P3A4CDAB,王貞治,,83,スポーツ,300,あなたと同じ83歳のとき、王貞治は野球界への貢献を続けながら、後進の育成に情熱を注いでいました。2009年のワールドベースボールクラシックで日本を2連覇に導いた経験を糧に、年齢を重ねてもなお、野球の国際化と若手選手の成長を見守り続けています。福岡ソフトバンクホークスの球団会長として、現場に足を運び、選手たちに技術だけでなく、精神面での助言を惜しまない姿勢は多くの人々の心を打ちます。長年培った「一本足打法」の哲学と、868本のホームラン記録を打ち立てた経験は、今も若い世代への貴重な教えとして受け継がれています。晩年においても球界のレジェンドとして、その存在感と知恵は日本野球界の宝となっています。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:41:50,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,スポーツ,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,P6F90194,坂上二郎,,83,エンターテイメント,302,あなたと同じ83歳のとき、坂上二郎は病と闘いながらも舞台に立ち続けていました。2000年、相方の萩本欽一と「コント55号」を27年ぶりに再結成し、全国ツアーを敢行。脳梗塞の後遺症で体が不自由になりながらも、「お客さんの笑顔が見たい」という一心で舞台に立ち続けました。かつての「飛びはね」は難しくなっても、円熟した間合いと表情だけで観客を笑わせる芸の深さを見せつけました。年齢を重ねてもなお、エンターテイナーとしての誇りを持ち続け、「笑いは人を元気にする」という信念のもと、最期まで芸人魂を貫いた姿は、多くの人々に勇気と感動を与えました。晩年の坂上の姿は、人生に情熱を持ち続けることの尊さを教えてくれます。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:41:59,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,エンターテイメント,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,P1A72A86,美空ひばり,,70,音楽,461,"# 美空ひばり 70歳時のエピソード

申し訳ございませんが、美空ひばりさんは52歳（1989年6月24日）で逝去されているため、70歳時のエピソードは存在しません。

ただし、**晩年の52歳時**の「不死鳥コンサート」（1988年4月11日、東京ドーム）について、晩年の精神性を示すエピソードとしてご紹介いたします：

---

**美空ひばりは52歳のとき、重度の肝硬変と両足の壊死という深刻な病状を抱えながら、「不死鳥コンサート」で東京ドームのステージに立ちました。医師から止められる中、車椅子での移動を余儀なくされながらも、ステージでは気力だけで立ち上がり、39曲を歌い切りました。「お客様のために歌いたい」という一心で、年齢と病を超えて歌手としての使命を全うする姿は、プロフェッショナルの極致として今も語り継がれています。この公演の約1年後に逝去されましたが、最期まで歌に生きた姿勢は、情熱を持ち続けることの尊さを私たちに教えてくれます。**

---

※事実に基づいた晩年のエピソードとしてお伝えしました。",ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:42:11,,,,AWARD,,7.0,87.14285714285714,,,7.0,,晩年の挑戦,9.0,8.0,8.5,9.0,8.5,9.0,9.0,音楽,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
,P3A8679A,三波春夫,,84,音楽,293,あなたと同じ84歳のとき、三波春夫は歌手活動を精力的に継続していました。1993年、長年にわたる芸能生活の集大成として、全国各地で公演を行い、「お客様は神様です」という自身の信念を体現し続けました。この言葉は本来、舞台に立つ際の神聖な気持ちを表したものでしたが、晩年においても三波はその精神を貫き、一つ一つの舞台に真摯に向き合いました。年齢を重ねてもなお、明瞭な発声と力強い歌声で観客を魅了し、「チャンチキおけさ」や「俵星玄蕃」などの代表曲を熱唱。高齢になっても芸への情熱を失わず、後進の指導にも力を注ぎながら、日本の大衆演芸の伝統を守り続ける姿は、多くの人々に勇気と希望を与えました。,ACHIEVEMENT,,,False,実在,,,LLM_GENERATED,,,,2025-12-14 18:42:19,,,,AWARD,,7.0,82.14285714285714,,,7.0,,晩年の挑戦,8.5,7.5,8.0,8.5,8.0,8.5,8.5,音楽,,,,,,,,,,,,,60歳以上,,,,,,,,,,,,,,
