person_name,age,category,fame_score,existing_eps
陣内智則,2,エンターテイメント,70.0,1
くりぃむしちゅー,2,エンターテイメント,70.0,1
エリック・クラプトン,2,音楽,70.0,1
ジミー・ペイジ,2,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,2,エンターテイメント,70.0,0
宮内義彦,2,ビジネス,70.0,1
白洲次郎,2,歴史,70.0,0
きんさんぎんさん（成田きん）,2,エンターテイメント,70.0,0
冨山和彦,2,ビジネス,70.0,0
きゃりーぱみゅぱみゅ,2,音楽,70.0,1
出崎統,2,アニメ・漫画・ゲーム,70.0,0
ジム・ジャームッシュ,2,映画・演劇,70.0,1
畑岡奈紗,2,スポーツ,70.0,1
ジェームズ・ラブロック,2,科学・技術,70.0,1
浜田雅功,2,エンターテイメント,70.0,1
浜辺美波,2,俳優・女優,70.0,1
前田利家,2,政治・社会,70.0,0
ジェンスン・ファン,2,ビジネス,70.0,1
細川護熙,2,政治・社会,70.0,1
ビリー・ホリデイ,2,音楽,70.0,1
エルヴィス・プレスリー,2,音楽,70.0,1
ビル・エヴァンス,2,音楽,70.0,1
甲本ヒロト,2,音楽,70.0,0
阿部詩,2,スポーツ,70.0,1
宮川大輔,2,エンターテイメント,70.0,0
真島昌利,2,音楽,70.0,0
Fischer's シルクロード,2,エンターテイメント,70.0,0
パット・メセニー,2,音楽,70.0,1
河野太郎,2,政治・社会,70.0,1
富澤たけし,2,エンターテイメント,70.0,1
エマニュエル・マクロン,2,政治・社会,70.0,1
粗品,2,エンターテイメント,70.0,1
メル・ブルックス,2,エンターテイメント,70.0,1
宮野真守,2,エンターテイメント,70.0,0
倖田來未,2,音楽,70.0,1
ベティ・ホワイト,78,エンターテイメント,70.0,1
長井龍雪,78,アニメ・漫画・ゲーム,70.0,0
伊藤元重,78,学術・研究,70.0,0
根岸隆,78,学術・研究,70.0,0
ジョン・マッケンタイア,78,音楽,70.0,1
小林慶一郎,78,学術・研究,70.0,0
伊達みきお,78,エンターテイメント,70.0,1
ジョン・ボーナム,78,音楽,70.0,1
鎌田大地,78,スポーツ,70.0,1
伊達政宗,78,歴史,70.0,1
バラク・オバマ,78,政治・社会,70.0,1
筑紫哲也,78,政治・社会,70.0,0
ヤン・ルカン,78,科学・技術,70.0,1
裕仁（昭和天皇）,78,政治・社会,70.0,0
江國香織,78,文学,70.0,0
ジョン・シナ,78,スポーツ,70.0,1
佐倉綾音,78,エンターテイメント,70.0,0
ジョン・コルトレーン,78,音楽,70.0,1
矢部浩之,78,エンターテイメント,70.0,1
ひろゆき,78,エンターテイメント,70.0,0
佐藤オオキ,78,芸術・文化,70.0,0
佐藤優,78,学術・研究,70.0,0
ジョルジュ・サンピエール,78,スポーツ,70.0,1
エディ・ヴェダー,78,音楽,70.0,1
ジョニー・グリーンウッド,78,音楽,70.0,1
池田秀一,78,エンターテイメント,70.0,0
ウラジーミル・プーチン,78,政治・社会,70.0,1
西岡良仁,78,スポーツ,70.0,1
QuizKnock 伊沢拓司,78,学術・研究,70.0,0
アインシュタイン,78,科学・技術,70.0,2
水溜りボンド カンタ,78,エンターテイメント,70.0,0
小野伸二,78,スポーツ,70.0,1
氷川きよし,78,音楽,70.0,1
志位和夫,78,政治・社会,70.0,1
ノーマン・リア,78,エンターテイメント,70.0,1
ウィンストン・チャーチル,78,政治・社会,70.0,1
ONE OK ROCK,78,音楽,70.0,1
スガシカオ,78,音楽,70.0,0
ウェイン・ショーター,78,音楽,70.0,1
小渕恵三,78,政治・社会,70.0,1
ウェス・アンダーソン,78,映画・演劇,70.0,1
ハリー・ベラフォンテ,78,音楽,70.0,1
笠原将弘,78,芸術・文化,70.0,0
ハルク・ホーガン,78,スポーツ,70.0,1
今敏,78,アニメ・漫画・ゲーム,70.0,0
りゅうちぇる,78,エンターテイメント,70.0,0
石川さゆり,78,音楽,70.0,1
今田耕司,78,エンターテイメント,70.0,1
鈴木裕,78,アニメ・漫画・ゲーム,70.0,0
ハービー・ハンコック,78,音楽,70.0,1
バカリズム,78,エンターテイメント,70.0,1
ゆうこりん（小倉優子）,78,エンターテイメント,70.0,0
ジョージ・ソロス,78,ビジネス,70.0,1
悠木碧,78,エンターテイメント,70.0,0
沢城みゆき,78,エンターテイメント,70.0,0
RADWIMPSの野田洋次郎,78,音楽,70.0,1
青木昌彦,78,学術・研究,70.0,0
ジミ・ヘンドリックス,78,音楽,70.0,1
ミック・ジャガー,78,音楽,70.0,1
陣内智則,78,エンターテイメント,70.0,1
くりぃむしちゅー,78,エンターテイメント,70.0,1
エリック・クラプトン,78,音楽,70.0,1
ジミー・ペイジ,78,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,78,エンターテイメント,70.0,0
宮内義彦,78,ビジネス,70.0,1
白洲次郎,78,歴史,70.0,0
きんさんぎんさん（成田きん）,78,エンターテイメント,70.0,0
冨山和彦,78,ビジネス,70.0,0
きゃりーぱみゅぱみゅ,78,音楽,70.0,1
出崎統,78,アニメ・漫画・ゲーム,70.0,0
ジム・ジャームッシュ,78,映画・演劇,70.0,1
畑岡奈紗,78,スポーツ,70.0,1
ジェームズ・ラブロック,78,科学・技術,70.0,1
浜田雅功,78,エンターテイメント,70.0,1
浜辺美波,78,俳優・女優,70.0,1
前田利家,78,政治・社会,70.0,0
ジェンスン・ファン,78,ビジネス,70.0,1
細川護熙,78,政治・社会,70.0,1
ビリー・ホリデイ,78,音楽,70.0,1
エルヴィス・プレスリー,78,音楽,70.0,1
ビル・エヴァンス,78,音楽,70.0,1
甲本ヒロト,78,音楽,70.0,0
阿部詩,78,スポーツ,70.0,1
宮川大輔,78,エンターテイメント,70.0,0
真島昌利,78,音楽,70.0,0
Fischer's シルクロード,78,エンターテイメント,70.0,0
パット・メセニー,78,音楽,70.0,1
河野太郎,78,政治・社会,70.0,1
富澤たけし,78,エンターテイメント,70.0,1
エマニュエル・マクロン,78,政治・社会,70.0,1
粗品,78,エンターテイメント,70.0,1
メル・ブルックス,78,エンターテイメント,70.0,1
宮野真守,78,エンターテイメント,70.0,0
倖田來未,78,音楽,70.0,1
ベティ・ホワイト,8,エンターテイメント,70.0,1
長井龍雪,8,アニメ・漫画・ゲーム,70.0,0
伊藤元重,8,学術・研究,70.0,0
根岸隆,8,学術・研究,70.0,0
ジョン・マッケンタイア,8,音楽,70.0,1
小林慶一郎,8,学術・研究,70.0,0
伊達みきお,8,エンターテイメント,70.0,1
ジョン・ボーナム,8,音楽,70.0,1
鎌田大地,8,スポーツ,70.0,1
伊達政宗,8,歴史,70.0,1
バラク・オバマ,8,政治・社会,70.0,1
筑紫哲也,8,政治・社会,70.0,0
ヤン・ルカン,8,科学・技術,70.0,1
裕仁（昭和天皇）,8,政治・社会,70.0,0
江國香織,8,文学,70.0,0
ジョン・シナ,8,スポーツ,70.0,1
佐倉綾音,8,エンターテイメント,70.0,0
ジョン・コルトレーン,8,音楽,70.0,1
矢部浩之,8,エンターテイメント,70.0,1
ひろゆき,8,エンターテイメント,70.0,0
佐藤オオキ,8,芸術・文化,70.0,0
佐藤優,8,学術・研究,70.0,0
ジョルジュ・サンピエール,8,スポーツ,70.0,1
エディ・ヴェダー,8,音楽,70.0,1
ジョニー・グリーンウッド,8,音楽,70.0,1
池田秀一,8,エンターテイメント,70.0,0
ウラジーミル・プーチン,8,政治・社会,70.0,1
西岡良仁,8,スポーツ,70.0,1
QuizKnock 伊沢拓司,8,学術・研究,70.0,0
アインシュタイン,8,科学・技術,70.0,2
水溜りボンド カンタ,8,エンターテイメント,70.0,0
小野伸二,8,スポーツ,70.0,1
氷川きよし,8,音楽,70.0,1
志位和夫,8,政治・社会,70.0,1
ノーマン・リア,8,エンターテイメント,70.0,1
ウィンストン・チャーチル,8,政治・社会,70.0,1
ONE OK ROCK,8,音楽,70.0,1
スガシカオ,8,音楽,70.0,0
ウェイン・ショーター,8,音楽,70.0,1
小渕恵三,8,政治・社会,70.0,1
ウェス・アンダーソン,8,映画・演劇,70.0,1
ハリー・ベラフォンテ,8,音楽,70.0,1
笠原将弘,8,芸術・文化,70.0,0
ハルク・ホーガン,8,スポーツ,70.0,1
今敏,8,アニメ・漫画・ゲーム,70.0,0
りゅうちぇる,8,エンターテイメント,70.0,0
石川さゆり,8,音楽,70.0,1
今田耕司,8,エンターテイメント,70.0,1
鈴木裕,8,アニメ・漫画・ゲーム,70.0,0
ハービー・ハンコック,8,音楽,70.0,1
バカリズム,8,エンターテイメント,70.0,1
ゆうこりん（小倉優子）,8,エンターテイメント,70.0,0
ジョージ・ソロス,8,ビジネス,70.0,1
悠木碧,8,エンターテイメント,70.0,0
沢城みゆき,8,エンターテイメント,70.0,0
RADWIMPSの野田洋次郎,8,音楽,70.0,1
青木昌彦,8,学術・研究,70.0,0
ジミ・ヘンドリックス,8,音楽,70.0,1
ミック・ジャガー,8,音楽,70.0,1
陣内智則,8,エンターテイメント,70.0,1
くりぃむしちゅー,8,エンターテイメント,70.0,1
エリック・クラプトン,8,音楽,70.0,1
ジミー・ペイジ,8,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,8,エンターテイメント,70.0,0
宮内義彦,8,ビジネス,70.0,1
白洲次郎,8,歴史,70.0,0
きんさんぎんさん（成田きん）,8,エンターテイメント,70.0,0
冨山和彦,8,ビジネス,70.0,0
きゃりーぱみゅぱみゅ,8,音楽,70.0,1
出崎統,8,アニメ・漫画・ゲーム,70.0,0
ジム・ジャームッシュ,8,映画・演劇,70.0,1
畑岡奈紗,8,スポーツ,70.0,1
ジェームズ・ラブロック,8,科学・技術,70.0,1
浜田雅功,8,エンターテイメント,70.0,1
浜辺美波,8,俳優・女優,70.0,1
前田利家,8,政治・社会,70.0,0
ジェンスン・ファン,8,ビジネス,70.0,1
細川護熙,8,政治・社会,70.0,1
ビリー・ホリデイ,8,音楽,70.0,1
エルヴィス・プレスリー,8,音楽,70.0,1
ビル・エヴァンス,8,音楽,70.0,1
甲本ヒロト,8,音楽,70.0,0
阿部詩,8,スポーツ,70.0,1
宮川大輔,8,エンターテイメント,70.0,0
真島昌利,8,音楽,70.0,0
Fischer's シルクロード,8,エンターテイメント,70.0,0
パット・メセニー,8,音楽,70.0,1
河野太郎,8,政治・社会,70.0,1
富澤たけし,8,エンターテイメント,70.0,1
エマニュエル・マクロン,8,政治・社会,70.0,1
粗品,8,エンターテイメント,70.0,1
メル・ブルックス,8,エンターテイメント,70.0,1
宮野真守,8,エンターテイメント,70.0,0
ベティ・ホワイト,3,エンターテイメント,70.0,1
長井龍雪,3,アニメ・漫画・ゲーム,70.0,0
伊藤元重,3,学術・研究,70.0,0
根岸隆,3,学術・研究,70.0,0
ジョン・マッケンタイア,3,音楽,70.0,1
小林慶一郎,3,学術・研究,70.0,0
伊達みきお,3,エンターテイメント,70.0,1
ジョン・ボーナム,3,音楽,70.0,1
鎌田大地,3,スポーツ,70.0,1
伊達政宗,3,歴史,70.0,1
バラク・オバマ,3,政治・社会,70.0,1
筑紫哲也,3,政治・社会,70.0,0
ヤン・ルカン,3,科学・技術,70.0,1
裕仁（昭和天皇）,3,政治・社会,70.0,0
江國香織,3,文学,70.0,0
ジョン・シナ,3,スポーツ,70.0,1
佐倉綾音,3,エンターテイメント,70.0,0
ジョン・コルトレーン,3,音楽,70.0,1
矢部浩之,3,エンターテイメント,70.0,1
ひろゆき,3,エンターテイメント,70.0,0
佐藤オオキ,3,芸術・文化,70.0,0
佐藤優,3,学術・研究,70.0,0
ジョルジュ・サンピエール,3,スポーツ,70.0,1
エディ・ヴェダー,3,音楽,70.0,1
ジョニー・グリーンウッド,3,音楽,70.0,1
池田秀一,3,エンターテイメント,70.0,0
ウラジーミル・プーチン,3,政治・社会,70.0,1
西岡良仁,3,スポーツ,70.0,1
QuizKnock 伊沢拓司,3,学術・研究,70.0,0
アインシュタイン,3,科学・技術,70.0,2
水溜りボンド カンタ,3,エンターテイメント,70.0,0
小野伸二,3,スポーツ,70.0,1
氷川きよし,3,音楽,70.0,1
志位和夫,3,政治・社会,70.0,1
ノーマン・リア,3,エンターテイメント,70.0,1
ウィンストン・チャーチル,3,政治・社会,70.0,1
ONE OK ROCK,3,音楽,70.0,1
スガシカオ,3,音楽,70.0,0
ウェイン・ショーター,3,音楽,70.0,1
小渕恵三,3,政治・社会,70.0,1
ウェス・アンダーソン,3,映画・演劇,70.0,1
ハリー・ベラフォンテ,3,音楽,70.0,1
笠原将弘,3,芸術・文化,70.0,0
ハルク・ホーガン,3,スポーツ,70.0,1
今敏,3,アニメ・漫画・ゲーム,70.0,0
りゅうちぇる,3,エンターテイメント,70.0,0
石川さゆり,3,音楽,70.0,1
今田耕司,3,エンターテイメント,70.0,1
鈴木裕,3,アニメ・漫画・ゲーム,70.0,0
ハービー・ハンコック,3,音楽,70.0,1
バカリズム,3,エンターテイメント,70.0,1
ゆうこりん（小倉優子）,3,エンターテイメント,70.0,0
ジョージ・ソロス,3,ビジネス,70.0,1
悠木碧,3,エンターテイメント,70.0,0
沢城みゆき,3,エンターテイメント,70.0,0
RADWIMPSの野田洋次郎,3,音楽,70.0,1
青木昌彦,3,学術・研究,70.0,0
ジミ・ヘンドリックス,3,音楽,70.0,1
ミック・ジャガー,3,音楽,70.0,1
陣内智則,3,エンターテイメント,70.0,1
くりぃむしちゅー,3,エンターテイメント,70.0,1
エリック・クラプトン,3,音楽,70.0,1
ジミー・ペイジ,3,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,3,エンターテイメント,70.0,0
宮内義彦,3,ビジネス,70.0,1
白洲次郎,3,歴史,70.0,0
きんさんぎんさん（成田きん）,3,エンターテイメント,70.0,0
冨山和彦,3,ビジネス,70.0,0
きゃりーぱみゅぱみゅ,3,音楽,70.0,1
出崎統,3,アニメ・漫画・ゲーム,70.0,0
ジム・ジャームッシュ,3,映画・演劇,70.0,1
畑岡奈紗,3,スポーツ,70.0,1
ジェームズ・ラブロック,3,科学・技術,70.0,1
浜田雅功,3,エンターテイメント,70.0,1
浜辺美波,3,俳優・女優,70.0,1
前田利家,3,政治・社会,70.0,0
ジェンスン・ファン,3,ビジネス,70.0,1
細川護熙,3,政治・社会,70.0,1
ビリー・ホリデイ,3,音楽,70.0,1
エルヴィス・プレスリー,3,音楽,70.0,1
ビル・エヴァンス,3,音楽,70.0,1
甲本ヒロト,3,音楽,70.0,0
阿部詩,3,スポーツ,70.0,1
宮川大輔,3,エンターテイメント,70.0,0
真島昌利,3,音楽,70.0,0
Fischer's シルクロード,3,エンターテイメント,70.0,0
パット・メセニー,3,音楽,70.0,1
河野太郎,3,政治・社会,70.0,1
富澤たけし,3,エンターテイメント,70.0,1
エマニュエル・マクロン,3,政治・社会,70.0,1
粗品,3,エンターテイメント,70.0,1
メル・ブルックス,3,エンターテイメント,70.0,1
宮野真守,3,エンターテイメント,70.0,0
ベティ・ホワイト,4,エンターテイメント,70.0,1
長井龍雪,4,アニメ・漫画・ゲーム,70.0,0
伊藤元重,4,学術・研究,70.0,0
根岸隆,4,学術・研究,70.0,0
ジョン・マッケンタイア,4,音楽,70.0,1
小林慶一郎,4,学術・研究,70.0,0
伊達みきお,4,エンターテイメント,70.0,1
ジョン・ボーナム,4,音楽,70.0,1
鎌田大地,4,スポーツ,70.0,1
伊達政宗,4,歴史,70.0,1
バラク・オバマ,4,政治・社会,70.0,1
筑紫哲也,4,政治・社会,70.0,0
ヤン・ルカン,4,科学・技術,70.0,1
裕仁（昭和天皇）,4,政治・社会,70.0,0
江國香織,4,文学,70.0,0
ジョン・シナ,4,スポーツ,70.0,1
佐倉綾音,4,エンターテイメント,70.0,0
ジョン・コルトレーン,4,音楽,70.0,1
矢部浩之,4,エンターテイメント,70.0,1
ひろゆき,4,エンターテイメント,70.0,0
佐藤オオキ,4,芸術・文化,70.0,0
佐藤優,4,学術・研究,70.0,0
ジョルジュ・サンピエール,4,スポーツ,70.0,1
エディ・ヴェダー,4,音楽,70.0,1
ジョニー・グリーンウッド,4,音楽,70.0,1
池田秀一,4,エンターテイメント,70.0,0
ウラジーミル・プーチン,4,政治・社会,70.0,1
西岡良仁,4,スポーツ,70.0,1
QuizKnock 伊沢拓司,4,学術・研究,70.0,0
アインシュタイン,4,科学・技術,70.0,2
水溜りボンド カンタ,4,エンターテイメント,70.0,0
小野伸二,4,スポーツ,70.0,1
氷川きよし,4,音楽,70.0,1
志位和夫,4,政治・社会,70.0,1
ノーマン・リア,4,エンターテイメント,70.0,1
ウィンストン・チャーチル,4,政治・社会,70.0,1
ONE OK ROCK,4,音楽,70.0,1
スガシカオ,4,音楽,70.0,0
ウェイン・ショーター,4,音楽,70.0,1
小渕恵三,4,政治・社会,70.0,1
ウェス・アンダーソン,4,映画・演劇,70.0,1
ハリー・ベラフォンテ,4,音楽,70.0,1
笠原将弘,4,芸術・文化,70.0,0
ハルク・ホーガン,4,スポーツ,70.0,1
今敏,4,アニメ・漫画・ゲーム,70.0,0
りゅうちぇる,4,エンターテイメント,70.0,0
石川さゆり,4,音楽,70.0,1
今田耕司,4,エンターテイメント,70.0,1
鈴木裕,4,アニメ・漫画・ゲーム,70.0,0
ハービー・ハンコック,4,音楽,70.0,1
バカリズム,4,エンターテイメント,70.0,1
ゆうこりん（小倉優子）,4,エンターテイメント,70.0,0
ジョージ・ソロス,4,ビジネス,70.0,1
悠木碧,4,エンターテイメント,70.0,0
沢城みゆき,4,エンターテイメント,70.0,0
RADWIMPSの野田洋次郎,4,音楽,70.0,1
青木昌彦,4,学術・研究,70.0,0
ジミ・ヘンドリックス,4,音楽,70.0,1
ミック・ジャガー,4,音楽,70.0,1
陣内智則,4,エンターテイメント,70.0,1
くりぃむしちゅー,4,エンターテイメント,70.0,1
エリック・クラプトン,4,音楽,70.0,1
ジミー・ペイジ,4,音楽,70.0,1
きんさんぎんさん（蟹江ぎん）,4,エンターテイメント,70.0,0
宮内義彦,4,ビジネス,70.0,1
白洲次郎,4,歴史,70.0,0
きんさんぎんさん（成田きん）,4,エンターテイメント,70.0,0
冨山和彦,4,ビジネス,70.0,0
きゃりーぱみゅぱみゅ,4,音楽,70.0,1
出崎統,4,アニメ・漫画・ゲーム,70.0,0
ジム・ジャームッシュ,4,映画・演劇,70.0,1
畑岡奈紗,4,スポーツ,70.0,1
ジェームズ・ラブロック,4,科学・技術,70.0,1
浜田雅功,4,エンターテイメント,70.0,1
浜辺美波,4,俳優・女優,70.0,1
前田利家,4,政治・社会,70.0,0
ジェンスン・ファン,4,ビジネス,70.0,1
細川護熙,4,政治・社会,70.0,1
ビリー・ホリデイ,4,音楽,70.0,1
エルヴィス・プレスリー,4,音楽,70.0,1
ビル・エヴァンス,4,音楽,70.0,1
甲本ヒロト,4,音楽,70.0,0
阿部詩,4,スポーツ,70.0,1
宮川大輔,4,エンターテイメント,70.0,0
真島昌利,4,音楽,70.0,0
Fischer's シルクロード,4,エンターテイメント,70.0,0
パット・メセニー,4,音楽,70.0,1
河野太郎,4,政治・社会,70.0,1
富澤たけし,4,エンターテイメント,70.0,1
エマニュエル・マクロン,4,政治・社会,70.0,1
粗品,4,エンターテイメント,70.0,1
メル・ブルックス,4,エンターテイメント,70.0,1
宮野真守,4,エンターテイメント,70.0,0
ベティ・ホワイト,1,エンターテイメント,70.0,1
長井龍雪,1,アニメ・漫画・ゲーム,70.0,0
伊藤元重,1,学術・研究,70.0,0
根岸隆,1,学術・研究,70.0,0
ジョン・マッケンタイア,1,音楽,70.0,1
小林慶一郎,1,学術・研究,70.0,0
伊達みきお,1,エンターテイメント,70.0,1
ジョン・ボーナム,1,音楽,70.0,1
鎌田大地,1,スポーツ,70.0,1
伊達政宗,1,歴史,70.0,1
バラク・オバマ,1,政治・社会,70.0,1
筑紫哲也,1,政治・社会,70.0,0
ヤン・ルカン,1,科学・技術,70.0,1
裕仁（昭和天皇）,1,政治・社会,70.0,0
江國香織,1,文学,70.0,0
ジョン・シナ,1,スポーツ,70.0,1
佐倉綾音,1,エンターテイメント,70.0,0
ジョン・コルトレーン,1,音楽,70.0,1
矢部浩之,1,エンターテイメント,70.0,1
ひろゆき,1,エンターテイメント,70.0,0
佐藤オオキ,1,芸術・文化,70.0,0
佐藤優,1,学術・研究,70.0,0
ジョルジュ・サンピエール,1,スポーツ,70.0,1
エディ・ヴェダー,1,音楽,70.0,1
ジョニー・グリーンウッド,1,音楽,70.0,1
池田秀一,1,エンターテイメント,70.0,0
ウラジーミル・プーチン,1,政治・社会,70.0,1
西岡良仁,1,スポーツ,70.0,1
