person_name,category,person_type,birth_year,death_year
中島義道,学術・研究,REAL,1959.0,
中川一政,芸術・文化,REAL,1965.0,
中村修司,科学・技術,REAL,1961.0,
中村勘三郎,エンターテイメント,REAL,1961.0,
中村明彦,芸術・文化,REAL,1965.0,
中村桂子,科学・技術,REAL,1963.0,
中村獅童,スポーツ,REAL,1962.0,
中村美紀,政治・社会,REAL,1963.0,
中西重忠,科学・技術,REAL,1963.0,
久石譲,音楽,REAL,1965.0,
亀井静香,政治・社会,REAL,1960.0,
五木寛之,文学,REAL,1963.0,
井上朋子,芸術・文化,REAL,1957.0,
井上洋介,芸術・文化,REAL,1964.0,
井上靖,文学,REAL,1962.0,
井村裕夫,学術・研究,REAL,1962.0,
今西錦司,学術・研究,REAL,1965.0,
伊達政宗,歴史,REAL,1963.0,
佐々木健介,スポーツ,REAL,1965.0,
佐々木則夫,スポーツ,REAL,1958.0,
佐々木宏,政治・社会,REAL,1965.0,
佐々木雅人,芸術・文化,REAL,1956.0,
佐藤信夫,スポーツ,REAL,1963.0,
佐藤光男,政治・社会,REAL,1958.0,
佐藤功一,芸術・文化,REAL,1958.0,
佐藤勝昭,科学・技術,REAL,1965.0,
佐藤愛子,文学,REAL,1965.0,
佐藤栄作,政治・社会,REAL,1957.0,
佐藤英樹,ビジネス,REAL,1963.0,
佐藤雅彦,ビジネス,REAL,1962.0,
佐野稔,スポーツ,REAL,1964.0,
佐高信,政治・社会,REAL,1965.0,
内村鑑三,学術・研究,REAL,1957.0,
内田光子,音楽,REAL,1963.0,
内田樹,学術・研究,REAL,1965.0,
出光佐三,芸術・文化,REAL,1965.0,
前川國男,芸術・文化,REAL,1957.0,
前田又兵衛,芸術・文化,REAL,1964.0,
劉備,歴史,REAL,1963.0,
加藤六月,政治・社会,REAL,1960.0,
加藤周一,文学,REAL,1965.0,
加藤茶,エンターテイメント,REAL,1960.0,
加藤高明,政治・社会,REAL,1960.0,
勝海舟,芸術・文化,REAL,1965.0,
北原義昭,芸術・文化,REAL,1963.0,
北島三郎,スポーツ,REAL,1956.0,
北杜夫,学術・研究,REAL,1960.0,
北野大,科学・技術,REAL,1965.0,
北野武,映画・演劇,REAL,1965.0,
十倉好紀,科学・技術,REAL,1957.0,
千代の富士,スポーツ,REAL,1963.0,
千玄室,芸術・文化,REAL,1956.0,
原敬,政治・社会,REAL,1965.0,
原晋,スポーツ,REAL,1960.0,
原田雅彦,スポーツ,REAL,1963.0,
古川俊太郎,アニメ・漫画・ゲーム,REAL,1965.0,
古川利明,学術・研究,REAL,1961.0,
古賀誠,政治・社会,REAL,1960.0,
司馬遼太郎,文学,REAL,1965.0,
吉村順三,芸術・文化,REAL,1961.0,
吉永小百合,映画・演劇,REAL,1957.0,
吉田兼好,芸術・文化,REAL,1959.0,
吉田玉男,芸術・文化,REAL,1963.0,
吉田茂,政治・社会,REAL,1958.0,
吉田鋼太郎,俳優・女優,REAL,1960.0,
吉野彰,学術・研究,REAL,1960.0,
喜多俊之,芸術・文化,REAL,1961.0,
土井たか子,政治・社会,REAL,1965.0,
土光敏夫,ビジネス,REAL,1963.0,
坂口博信,アニメ・漫画・ゲーム,REAL,1961.0,
坂本龍馬,芸術・文化,REAL,1958.0,
坂東玉三郎,芸術・文化,REAL,1963.0,
堀江謙一,探検・冒険,REAL,1958.0,
堀江貴文,科学・技術,REAL,1956.0,
大竹省二,芸術・文化,REAL,1962.0,
大西卓哉,科学・技術,REAL,1964.0,
大谷翔平,政治・社会,REAL,1962.0,
大野勝彦,芸術・文化,REAL,1957.0,
大野和士,音楽,REAL,1963.0,
大隅良典,学術・研究,REAL,1960.0,
契沖,歴史,REAL,1965.0,
奥田碩,ビジネス,REAL,1963.0,
奥谷禮子,ビジネス,REAL,1965.0,
孫崎享,政治・社会,REAL,1960.0,
孫正義,科学・技術,REAL,1962.0,
宇沢弘文,学術・研究,REAL,1962.0,
宇野宗佑,政治・社会,REAL,1959.0,
安倍晋三,政治・社会,REAL,1960.0,
安田隆夫,ビジネス,REAL,1960.0,
安野光雅,芸術・文化,REAL,1963.0,
室伏重信,スポーツ,REAL,1959.0,
宮崎義彦,科学・技術,REAL,1958.0,
宮本武蔵,スポーツ,REAL,1961.0,
宮本茂,アニメ・漫画・ゲーム,REAL,1958.0,
宮本輝,文学,REAL,1962.0,
宮澤喜一,ビジネス,REAL,1965.0,
宮部みゆき,学術・研究,REAL,1964.0,
富岡鉄斎,芸術・文化,REAL,1960.0,
寺島実郎,政治・社会,REAL,1965.0,
小室哲哉,音楽,REAL,1959.0,
小山田圭吾,スポーツ,REAL,1958.0,
小林カツ代,学術・研究,REAL,1957.0,
小林光一,スポーツ,REAL,1956.0,
小林喜光,ビジネス,REAL,1962.0,
小林正明,ビジネス,REAL,1961.0,
小池百合子,政治・社会,REAL,1961.0,
小泉純一郎,ビジネス,REAL,1964.0,
小澤征爾,音楽,REAL,1958.0,
小田切正明,スポーツ,REAL,1957.0,
小野田勇,スポーツ,REAL,1965.0,
尹錫悦,政治・社会,REAL,1965.0,
尾崎行雄,政治・社会,REAL,1960.0,
尾木ママ,エンターテイメント,REAL,1965.0,
尾池和夫,科学・技術,REAL,1962.0,
山下洋輔,芸術・文化,REAL,1956.0,
山下清,芸術・文化,REAL,1965.0,
山口智子,政治・社会,REAL,1962.0,
山名宗全,歴史,REAL,1965.0,
山崎貞一,学術・研究,REAL,1960.0,
山本太郎,芸術・文化,REAL,1963.0,
山本寛斎,科学・技術,REAL,1958.0,
山本義彦,科学・技術,REAL,1957.0,
山本義隆,学術・研究,REAL,1964.0,
山本耀司,芸術・文化,REAL,1963.0,
山田信夫,学術・研究,REAL,1957.0,
山田和男,ビジネス,REAL,1960.0,
山田太一,エンターテイメント,REAL,1956.0,
山田洋次,映画・演劇,REAL,1965.0,
山田貴司,芸術・文化,REAL,1960.0,
山田進,ビジネス,REAL,1958.0,
山田隆夫,スポーツ,REAL,1957.0,
岡本太郎,政治・社会,REAL,1959.0,
岡田卓也,ビジネス,REAL,1960.0,
岡田啓介,政治・社会,REAL,1958.0,
岡野光夫,科学・技術,REAL,1957.0,
岸井成格,政治・社会,REAL,1965.0,
岸信介,政治・社会,REAL,1965.0,
岸田文雄,政治・社会,REAL,1962.0,
島崎藤村,文学,REAL,1962.0,
島津義弘,歴史,REAL,1960.0,
川上弘美,芸術・文化,REAL,1960.0,
川端康成,芸術・文化,REAL,1956.0,
幣原喜重郎,政治・社会,REAL,1961.0,
平沼赳夫,政治・社会,REAL,1962.0,
庵野秀明,芸術・文化,REAL,1961.0,
廣川信隆,科学・技術,REAL,1965.0,
張富士夫,ビジネス,REAL,1965.0,
後白河法皇,歴史,REAL,1965.0,
後藤田正晴,政治・社会,REAL,1963.0,
御厨貴,学術・研究,REAL,1960.0,
御手洗冨士夫,ビジネス,REAL,1964.0,
志賀直哉,文学,REAL,1959.0,
手塚治虫,芸術・文化,REAL,1964.0,
文在寅,政治・社会,REAL,1960.0,
新浪剛史,ビジネス,REAL,1957.0,
新渡戸稲造,歴史,REAL,1961.0,
日枝久,政治・社会,REAL,1960.0,
日比野克彦,ビジネス,REAL,1960.0,
日比野菜緒,スポーツ,REAL,1965.0,
明石家さんま,エンターテイメント,REAL,1956.0,
明石康,政治・社会,REAL,1964.0,
曹操,歴史,REAL,1960.0,
月尾嘉男,科学・技術,REAL,1960.0,
朝比奈泰彦,科学・技術,REAL,1964.0,
朝比奈隆,音楽,REAL,1965.0,
木村英輝,芸術・文化,REAL,1961.0,
木村貴志,科学・技術,REAL,1958.0,
本多光太郎,科学・技術,REAL,1964.0,
本庶佑,科学・技術,REAL,1963.0,
本田宗一郎,政治・社会,REAL,1956.0,
朴槿恵,政治・社会,REAL,1962.0,
杉田玄白,学術・研究,REAL,1963.0,
李明博,政治・社会,REAL,1958.0,
李登輝,政治・社会,REAL,1960.0,
村上信夫,芸術・文化,REAL,1958.0,
村上龍,文学,REAL,1957.0,
村井純,科学・技術,REAL,1961.0,
東野圭吾,学術・研究,REAL,1964.0,
松井保,スポーツ,REAL,1957.0,
松井孝典,学術・研究,REAL,1965.0,
松尾清一,科学・技術,REAL,1957.0,
松岡修造,スポーツ,REAL,1964.0,
松平健,エンターテイメント,REAL,1965.0,
松永安左エ門,ビジネス,REAL,1965.0,
染織家・志村ふくみ,芸術・文化,REAL,1965.0,
柳井正,ビジネス,REAL,1962.0,
柳宗悦,芸術・文化,REAL,1957.0,
柳家さん喬,芸術・文化,REAL,1965.0,
柳家小さん,芸術・文化,REAL,1965.0,
柳沢伯夫,政治・社会,REAL,1963.0,
柳田國男,学術・研究,REAL,1965.0,
柳田理科雄,ビジネス,REAL,1965.0,
柴田章太郎,学術・研究,REAL,1959.0,
桂三枝,エンターテイメント,REAL,1960.0,
桂文枝,エンターテイメント,REAL,1960.0,
桂歌丸,科学・技術,REAL,1964.0,
桂米朝,芸術・文化,REAL,1957.0,
桂米朝（3代目）,芸術・文化,REAL,1965.0,
桐野夏生,文学,REAL,1965.0,
桑名正博,エンターテイメント,REAL,1965.0,
桑田佳祐,ビジネス,REAL,1956.0,
桜井よしこ,政治・社会,REAL,1960.0,
桜井和寿,スポーツ,REAL,1959.0,
桜井日奈子,スポーツ,REAL,1959.0,
梅原大吾,学術・研究,REAL,1961.0,
梅原猛,学術・研究,REAL,1960.0,
梅棹忠夫,学術・研究,REAL,1964.0,
梶田隆章,学術・研究,REAL,1959.0,
森和俊,科学・技術,REAL,1965.0,
森嶋通夫,学術・研究,REAL,1958.0,
森田実,政治・社会,REAL,1960.0,
森稔,ビジネス,REAL,1958.0,
植田直通,スポーツ,REAL,1960.0,
楠木建,学術・研究,REAL,1965.0,
楠田枝里子,芸術・文化,REAL,1964.0,
榊佳之,科学・技術,REAL,1963.0,
樋口可南子,芸術・文化,REAL,1962.0,
横山光輝,エンターテイメント,REAL,1961.0,
橋本龍太郎,政治・社会,REAL,1958.0,
橋田壽賀子,映画・演劇,REAL,1965.0,
欽ちゃん,エンターテイメント,REAL,1965.0,
歌川広重,歴史,REAL,1962.0,
武満徹,音楽,REAL,1965.0,
武田修宏,スポーツ,REAL,1961.0,
武藤敬司,スポーツ,REAL,1965.0,
永井良三,科学・技術,REAL,1960.0,
永守重信,ビジネス,REAL,1960.0,
江刺正喜,科学・技術,REAL,1965.0,
江口寿史,芸術・文化,REAL,1956.0,
池上彰,政治・社会,REAL,1959.0,
池田理代子,ビジネス,REAL,1965.0,
池田秀一,エンターテイメント,REAL,1957.0,
河野洋平,政治・社会,REAL,1965.0,
法然,エンターテイメント,REAL,1959.0,
津田梅子,歴史,REAL,1962.0,
浅田真央,芸術・文化,REAL,1962.0,
浜田雅功,エンターテイメント,REAL,1964.0,
深作欣二,芸術・文化,REAL,1961.0,
渡辺健,学術・研究,REAL,1958.0,
渡辺恒雄,政治・社会,REAL,1960.0,
渡辺淳一,芸術・文化,REAL,1962.0,
渡邉恒雄,ビジネス,REAL,1960.0,
渡部恒三,政治・社会,REAL,1965.0,
湯川秀樹,学術・研究,REAL,1963.0,
湯浅光朝,学術・研究,REAL,1965.0,
滝沢馬琴,芸術・文化,REAL,1964.0,
潘基文,政治・社会,REAL,1963.0,
濱口竜介,映画・演劇,REAL,1960.0,
瀬戸内寂聴,文学,REAL,1965.0,
片山東熊,芸術・文化,REAL,1962.0,
片岡仁左衛門（15代目）,芸術・文化,REAL,1960.0,
片岡鶴太郎,エンターテイメント,REAL,1960.0,
片渕須直,アニメ・漫画・ゲーム,REAL,1961.0,
狂言師茂山千作,芸術・文化,REAL,1965.0,
猪木武徳,学術・研究,REAL,1965.0,
猪瀬直樹,政治・社会,REAL,1965.0,
玉置浩二,音楽,REAL,1961.0,
王貞治,スポーツ,REAL,1961.0,
田中一郎,学術・研究,REAL,1962.0,
田中信行,芸術・文化,REAL,1962.0,
田中優子,学術・研究,REAL,1956.0,
田中千恵子,政治・社会,REAL,1956.0,
田中喜美,科学・技術,REAL,1961.0,
田中幸雄,政治・社会,REAL,1961.0,
田中耕治,科学・技術,REAL,1964.0,
田中良和,科学・技術,REAL,1959.0,
田中良子,政治・社会,REAL,1960.0,
田中雅人,スポーツ,REAL,1960.0,
田中雅美,スポーツ,REAL,1963.0,
田島直人,スポーツ,REAL,1959.0,
田嶋幸三,スポーツ,REAL,1960.0,
田村勝正,ビジネス,REAL,1959.0,
田村正和,ビジネス,REAL,1957.0,
