person_name,category,person_type,birth_year,death_year
河瀨直美,映画・演劇,REAL,1941.0,
泉重千代,エンターテイメント,REAL,1945.0,
淡谷のり子,音楽,REAL,1941.0,
渡辺健,学術・研究,REAL,1939.0,
湯川秀樹,科学・技術,REAL,1944.0,
王貞治,スポーツ,REAL,1942.0,
田中邦衛,俳優・女優,REAL,1937.0,
白川静,学術・研究,REAL,1943.0,
矢沢永吉,音楽,REAL,1940.0,
石坂公成,科学・技術,REAL,1945.0,
種田山頭火,文学,REAL,1943.0,
稲垣浩,映画・演劇,REAL,1945.0,
藤子・F・不二雄,アニメ・漫画・ゲーム,REAL,1938.0,
藤山一郎,音楽,REAL,1945.0,
藤沢周平,文学,REAL,1940.0,
角野栄子,文学,REAL,1942.0,
遠藤周作,文学,REAL,1945.0,
野口聡一,科学・技術,REAL,1941.0,
野村克也,スポーツ,REAL,1945.0,
鈴木章,科学・技術,REAL,1945.0,
長嶋茂雄,スポーツ,REAL,1940.0,
高倉健,俳優・女優,REAL,1942.0,
神山清子,芸術・文化,REAL,1944.0,
竹鶴政孝,ビジネス,REAL,1944.0,
ウォーレン・バフェット,ビジネス,REAL,1942.0,
クリント・イーストウッド,映画・演劇,REAL,1944.0,
五木寛之,文学,REAL,1945.0,
伊能忠敬,科学・技術,REAL,1944.0,
加山雄三,音楽,REAL,1945.0,
坂上二郎,エンターテイメント,REAL,1943.0,
岡島悦子,ビジネス,REAL,1939.0,
昭和天皇,政治・社会,REAL,1938.0,
桂歌丸,エンターテイメント,REAL,1943.0,
梅棹忠夫,学術・研究,REAL,1940.0,
棟方志功,芸術・文化,REAL,1945.0,
森光子,エンターテイメント,REAL,1944.0,
渋沢栄一,ビジネス,REAL,1944.0,
真鍋淑郎,学術・研究,REAL,1940.0,
赤﨑勇,科学・技術,REAL,1940.0,
吉田茂,政治・社会,実在,1941.0,
黒柳徹子,エンターテイメント,実在,1940.0,
三波春夫,音楽,REAL,1940.0,
下村脩,科学・技術,REAL,1945.0,
南部陽一郎,科学・技術,REAL,1938.0,
横山大観,芸術・文化,REAL,1936.0,
瀬戸内寂聴,文学,REAL,1945.0,
草間彌生,芸術・文化,REAL,1938.0,
葛飾北斎,芸術・文化,REAL,1937.0,
養老孟司,科学・技術,REAL,1941.0,
黒澤明,映画・演劇,REAL,1941.0,
日野原重明,学術・研究,REAL,1945.0,
きんさんぎんさん,その他,REAL,1943.0,
まど・みちお,文学,REAL,1940.0,
アルチュール・ルービンシュタイン,音楽,REAL,1936.0,
エルトン・ジョン,音楽,REAL,1938.0,
オスカー・ワイルド,文学,REAL,1944.0,
カーネル・サンダース,ビジネス,REAL,1938.0,
ジミー・カーター,政治・社会,REAL,1942.0,
ジョン・ケージ,音楽,REAL,1945.0,
ソニー・ロリンズ,音楽,REAL,1944.0,
ダライ・ラマ14世,宗教,REAL,1936.0,
バフェット,ビジネス,REAL,1942.0,
バーバラ・マクリントック,学術・研究,REAL,1944.0,
パブロ・カザルス,音楽,REAL,1944.0,
ピカソ,芸術・文化,REAL,1940.0,
ペンローズ,学術・研究,REAL,1936.0,
ホロヴィッツ,音楽,REAL,1942.0,
マザー・テレサ,宗教,REAL,1938.0,
ヴラディーミル・ホロヴィッツ,音楽,REAL,1942.0,
三浦雄一郎,探検・冒険,REAL,1940.0,
三谷幸喜,芸術・文化,REAL,1937.0,
井上朋子,芸術・文化,REAL,1939.0,
倉本聰,映画・演劇,REAL,1937.0,
北原義昭,芸術・文化,REAL,1945.0,
北島三郎,音楽,REAL,1945.0,
千玄室,芸術・文化,REAL,1945.0,
大村智,科学・技術,REAL,1945.0,
宮崎駿,アニメ・漫画・ゲーム,REAL,1943.0,
宮脇咲良,ビジネス,REAL,1936.0,
小澤征爾,音楽,REAL,1945.0,
山海嘉之,科学・技術,REAL,1937.0,
山田洋次,映画・演劇,REAL,1945.0,
幸田露伴,文学,REAL,1936.0,
教皇フランシスコ,政治・社会,REAL,1941.0,
朝永振一郎,科学・技術,REAL,1944.0,
木村拓哉,エンターテイメント,REAL,1944.0,
村上春樹,学術・研究,REAL,1944.0,
松下幸之助,ビジネス,REAL,1942.0,
松岡修造,スポーツ,REAL,1942.0,
梅宮辰夫,俳優・女優,REAL,1944.0,
森繁久彌,芸術・文化,REAL,1945.0,
植田直通,スポーツ,REAL,1942.0,
毒蝮三太夫,エンターテイメント,REAL,1945.0,
河瀨直美,映画・演劇,REAL,1941.0,
泉重千代,エンターテイメント,REAL,1945.0,
淡谷のり子,音楽,REAL,1941.0,
渡辺健,学術・研究,REAL,1939.0,
湯川秀樹,科学・技術,REAL,1944.0,
王貞治,スポーツ,REAL,1942.0,
田中邦衛,俳優・女優,REAL,1937.0,
白川静,学術・研究,REAL,1943.0,
矢沢永吉,音楽,REAL,1940.0,
石坂公成,科学・技術,REAL,1945.0,
種田山頭火,文学,REAL,1943.0,
稲垣浩,映画・演劇,REAL,1945.0,
藤子・F・不二雄,アニメ・漫画・ゲーム,REAL,1938.0,
藤山一郎,音楽,REAL,1945.0,
藤沢周平,文学,REAL,1940.0,
角野栄子,文学,REAL,1942.0,
遠藤周作,文学,REAL,1945.0,
野口聡一,科学・技術,REAL,1941.0,
野村克也,スポーツ,REAL,1945.0,
鈴木章,科学・技術,REAL,1945.0,
長嶋茂雄,スポーツ,REAL,1940.0,
高倉健,俳優・女優,REAL,1942.0,
神山清子,芸術・文化,REAL,1944.0,
竹鶴政孝,ビジネス,REAL,1944.0,
ウォーレン・バフェット,ビジネス,REAL,1942.0,
クリント・イーストウッド,映画・演劇,REAL,1944.0,
五木寛之,文学,REAL,1945.0,
伊能忠敬,科学・技術,REAL,1944.0,
加山雄三,音楽,REAL,1945.0,
坂上二郎,エンターテイメント,REAL,1943.0,
岡島悦子,ビジネス,REAL,1939.0,
昭和天皇,政治・社会,REAL,1938.0,
桂歌丸,エンターテイメント,REAL,1943.0,
梅棹忠夫,学術・研究,REAL,1940.0,
棟方志功,芸術・文化,REAL,1945.0,
森光子,エンターテイメント,REAL,1944.0,
渋沢栄一,ビジネス,REAL,1944.0,
真鍋淑郎,学術・研究,REAL,1940.0,
赤﨑勇,科学・技術,REAL,1940.0,
吉田茂,政治・社会,実在,1941.0,
黒柳徹子,エンターテイメント,実在,1940.0,
三波春夫,音楽,REAL,1940.0,
下村脩,科学・技術,REAL,1945.0,
南部陽一郎,科学・技術,REAL,1938.0,
横山大観,芸術・文化,REAL,1936.0,
瀬戸内寂聴,文学,REAL,1945.0,
草間彌生,芸術・文化,REAL,1938.0,
葛飾北斎,芸術・文化,REAL,1937.0,
養老孟司,科学・技術,REAL,1941.0,
黒澤明,映画・演劇,REAL,1941.0,
日野原重明,学術・研究,REAL,1945.0,
きんさんぎんさん,その他,REAL,1943.0,
まど・みちお,文学,REAL,1940.0,
アルチュール・ルービンシュタイン,音楽,REAL,1936.0,
エルトン・ジョン,音楽,REAL,1938.0,
オスカー・ワイルド,文学,REAL,1944.0,
カーネル・サンダース,ビジネス,REAL,1938.0,
ジミー・カーター,政治・社会,REAL,1942.0,
ジョン・ケージ,音楽,REAL,1945.0,
ソニー・ロリンズ,音楽,REAL,1944.0,
ダライ・ラマ14世,宗教,REAL,1936.0,
バフェット,ビジネス,REAL,1942.0,
バーバラ・マクリントック,学術・研究,REAL,1944.0,
パブロ・カザルス,音楽,REAL,1944.0,
ピカソ,芸術・文化,REAL,1940.0,
ペンローズ,学術・研究,REAL,1936.0,
ホロヴィッツ,音楽,REAL,1942.0,
マザー・テレサ,宗教,REAL,1938.0,
ヴラディーミル・ホロヴィッツ,音楽,REAL,1942.0,
三浦雄一郎,探検・冒険,REAL,1940.0,
三谷幸喜,芸術・文化,REAL,1937.0,
井上朋子,芸術・文化,REAL,1939.0,
倉本聰,映画・演劇,REAL,1937.0,
北原義昭,芸術・文化,REAL,1945.0,
北島三郎,音楽,REAL,1945.0,
千玄室,芸術・文化,REAL,1945.0,
大村智,科学・技術,REAL,1945.0,
宮崎駿,アニメ・漫画・ゲーム,REAL,1943.0,
宮脇咲良,ビジネス,REAL,1936.0,
小澤征爾,音楽,REAL,1945.0,
山海嘉之,科学・技術,REAL,1937.0,
山田洋次,映画・演劇,REAL,1945.0,
幸田露伴,文学,REAL,1936.0,
教皇フランシスコ,政治・社会,REAL,1941.0,
朝永振一郎,科学・技術,REAL,1944.0,
木村拓哉,エンターテイメント,REAL,1944.0,
村上春樹,学術・研究,REAL,1944.0,
松下幸之助,ビジネス,REAL,1942.0,
松岡修造,スポーツ,REAL,1942.0,
梅宮辰夫,俳優・女優,REAL,1944.0,
森繁久彌,芸術・文化,REAL,1945.0,
植田直通,スポーツ,REAL,1942.0,
毒蝮三太夫,エンターテイメント,REAL,1945.0,
河瀨直美,映画・演劇,REAL,1941.0,
泉重千代,エンターテイメント,REAL,1945.0,
淡谷のり子,音楽,REAL,1941.0,
渡辺健,学術・研究,REAL,1939.0,
湯川秀樹,科学・技術,REAL,1944.0,
王貞治,スポーツ,REAL,1942.0,
田中邦衛,俳優・女優,REAL,1937.0,
白川静,学術・研究,REAL,1943.0,
矢沢永吉,音楽,REAL,1940.0,
石坂公成,科学・技術,REAL,1945.0,
種田山頭火,文学,REAL,1943.0,
稲垣浩,映画・演劇,REAL,1945.0,
藤子・F・不二雄,アニメ・漫画・ゲーム,REAL,1938.0,
藤山一郎,音楽,REAL,1945.0,
藤沢周平,文学,REAL,1940.0,
角野栄子,文学,REAL,1942.0,
遠藤周作,文学,REAL,1945.0,
野口聡一,科学・技術,REAL,1941.0,
野村克也,スポーツ,REAL,1945.0,
鈴木章,科学・技術,REAL,1945.0,
長嶋茂雄,スポーツ,REAL,1940.0,
高倉健,俳優・女優,REAL,1942.0,
神山清子,芸術・文化,REAL,1944.0,
竹鶴政孝,ビジネス,REAL,1944.0,
ウォーレン・バフェット,ビジネス,REAL,1942.0,
クリント・イーストウッド,映画・演劇,REAL,1944.0,
五木寛之,文学,REAL,1945.0,
伊能忠敬,科学・技術,REAL,1944.0,
加山雄三,音楽,REAL,1945.0,
坂上二郎,エンターテイメント,REAL,1943.0,
岡島悦子,ビジネス,REAL,1939.0,
昭和天皇,政治・社会,REAL,1938.0,
桂歌丸,エンターテイメント,REAL,1943.0,
梅棹忠夫,学術・研究,REAL,1940.0,
棟方志功,芸術・文化,REAL,1945.0,
森光子,エンターテイメント,REAL,1944.0,
渋沢栄一,ビジネス,REAL,1944.0,
真鍋淑郎,学術・研究,REAL,1940.0,
赤﨑勇,科学・技術,REAL,1940.0,
吉田茂,政治・社会,実在,1941.0,
黒柳徹子,エンターテイメント,実在,1940.0,
三波春夫,音楽,REAL,1940.0,
下村脩,科学・技術,REAL,1945.0,
南部陽一郎,科学・技術,REAL,1938.0,
横山大観,芸術・文化,REAL,1936.0,
瀬戸内寂聴,文学,REAL,1945.0,
草間彌生,芸術・文化,REAL,1938.0,
葛飾北斎,芸術・文化,REAL,1937.0,
養老孟司,科学・技術,REAL,1941.0,
黒澤明,映画・演劇,REAL,1941.0,
日野原重明,学術・研究,REAL,1945.0,
きんさんぎんさん,その他,REAL,1943.0,
まど・みちお,文学,REAL,1940.0,
アルチュール・ルービンシュタイン,音楽,REAL,1936.0,
エルトン・ジョン,音楽,REAL,1938.0,
オスカー・ワイルド,文学,REAL,1944.0,
カーネル・サンダース,ビジネス,REAL,1938.0,
ジミー・カーター,政治・社会,REAL,1942.0,
ジョン・ケージ,音楽,REAL,1945.0,
ソニー・ロリンズ,音楽,REAL,1944.0,
ダライ・ラマ14世,宗教,REAL,1936.0,
バフェット,ビジネス,REAL,1942.0,
バーバラ・マクリントック,学術・研究,REAL,1944.0,
パブロ・カザルス,音楽,REAL,1944.0,
ピカソ,芸術・文化,REAL,1940.0,
ペンローズ,学術・研究,REAL,1936.0,
ホロヴィッツ,音楽,REAL,1942.0,
マザー・テレサ,宗教,REAL,1938.0,
ヴラディーミル・ホロヴィッツ,音楽,REAL,1942.0,
三浦雄一郎,探検・冒険,REAL,1940.0,
三谷幸喜,芸術・文化,REAL,1937.0,
井上朋子,芸術・文化,REAL,1939.0,
倉本聰,映画・演劇,REAL,1937.0,
北原義昭,芸術・文化,REAL,1945.0,
北島三郎,音楽,REAL,1945.0,
千玄室,芸術・文化,REAL,1945.0,
大村智,科学・技術,REAL,1945.0,
宮崎駿,アニメ・漫画・ゲーム,REAL,1943.0,
宮脇咲良,ビジネス,REAL,1936.0,
小澤征爾,音楽,REAL,1945.0,
山海嘉之,科学・技術,REAL,1937.0,
山田洋次,映画・演劇,REAL,1945.0,
幸田露伴,文学,REAL,1936.0,
教皇フランシスコ,政治・社会,REAL,1941.0,
朝永振一郎,科学・技術,REAL,1944.0,
木村拓哉,エンターテイメント,REAL,1944.0,
村上春樹,学術・研究,REAL,1944.0,
松下幸之助,ビジネス,REAL,1942.0,
松岡修造,スポーツ,REAL,1942.0,
梅宮辰夫,俳優・女優,REAL,1944.0,
森繁久彌,芸術・文化,REAL,1945.0,
植田直通,スポーツ,REAL,1942.0,
毒蝮三太夫,エンターテイメント,REAL,1945.0,
河瀨直美,映画・演劇,REAL,1941.0,
泉重千代,エンターテイメント,REAL,1945.0,
淡谷のり子,音楽,REAL,1941.0,
渡辺健,学術・研究,REAL,1939.0,
湯川秀樹,科学・技術,REAL,1944.0,
王貞治,スポーツ,REAL,1942.0,
田中邦衛,俳優・女優,REAL,1937.0,
白川静,学術・研究,REAL,1943.0,
矢沢永吉,音楽,REAL,1940.0,
石坂公成,科学・技術,REAL,1945.0,
種田山頭火,文学,REAL,1943.0,
稲垣浩,映画・演劇,REAL,1945.0,
藤子・F・不二雄,アニメ・漫画・ゲーム,REAL,1938.0,
藤山一郎,音楽,REAL,1945.0,
藤沢周平,文学,REAL,1940.0,
角野栄子,文学,REAL,1942.0,
遠藤周作,文学,REAL,1945.0,
野口聡一,科学・技術,REAL,1941.0,
野村克也,スポーツ,REAL,1945.0,
鈴木章,科学・技術,REAL,1945.0,
長嶋茂雄,スポーツ,REAL,1940.0,
高倉健,俳優・女優,REAL,1942.0,
神山清子,芸術・文化,REAL,1944.0,
竹鶴政孝,ビジネス,REAL,1944.0,
ウォーレン・バフェット,ビジネス,REAL,1942.0,
クリント・イーストウッド,映画・演劇,REAL,1944.0,
五木寛之,文学,REAL,1945.0,
伊能忠敬,科学・技術,REAL,1944.0,
加山雄三,音楽,REAL,1945.0,
坂上二郎,エンターテイメント,REAL,1943.0,
岡島悦子,ビジネス,REAL,1939.0,
昭和天皇,政治・社会,REAL,1938.0,
桂歌丸,エンターテイメント,REAL,1943.0,
梅棹忠夫,学術・研究,REAL,1940.0,
棟方志功,芸術・文化,REAL,1945.0,
森光子,エンターテイメント,REAL,1944.0,
渋沢栄一,ビジネス,REAL,1944.0,
真鍋淑郎,学術・研究,REAL,1940.0,
赤﨑勇,科学・技術,REAL,1940.0,
吉田茂,政治・社会,実在,1941.0,
黒柳徹子,エンターテイメント,実在,1940.0,
三波春夫,音楽,REAL,1940.0,
下村脩,科学・技術,REAL,1945.0,
南部陽一郎,科学・技術,REAL,1938.0,
横山大観,芸術・文化,REAL,1936.0,
瀬戸内寂聴,文学,REAL,1945.0,
草間彌生,芸術・文化,REAL,1938.0,
葛飾北斎,芸術・文化,REAL,1937.0,
養老孟司,科学・技術,REAL,1941.0,
黒澤明,映画・演劇,REAL,1941.0,
日野原重明,学術・研究,REAL,1945.0,
きんさんぎんさん,その他,REAL,1943.0,
まど・みちお,文学,REAL,1940.0,
アルチュール・ルービンシュタイン,音楽,REAL,1936.0,
エルトン・ジョン,音楽,REAL,1938.0,
オスカー・ワイルド,文学,REAL,1944.0,
カーネル・サンダース,ビジネス,REAL,1938.0,
ジミー・カーター,政治・社会,REAL,1942.0,
ジョン・ケージ,音楽,REAL,1945.0,
ソニー・ロリンズ,音楽,REAL,1944.0,
ダライ・ラマ14世,宗教,REAL,1936.0,
バフェット,ビジネス,REAL,1942.0,
バーバラ・マクリントック,学術・研究,REAL,1944.0,
パブロ・カザルス,音楽,REAL,1944.0,
ピカソ,芸術・文化,REAL,1940.0,
ペンローズ,学術・研究,REAL,1936.0,
ホロヴィッツ,音楽,REAL,1942.0,
マザー・テレサ,宗教,REAL,1938.0,
ヴラディーミル・ホロヴィッツ,音楽,REAL,1942.0,
三浦雄一郎,探検・冒険,REAL,1940.0,
三谷幸喜,芸術・文化,REAL,1937.0,
井上朋子,芸術・文化,REAL,1939.0,
倉本聰,映画・演劇,REAL,1937.0,
北原義昭,芸術・文化,REAL,1945.0,
北島三郎,音楽,REAL,1945.0,
千玄室,芸術・文化,REAL,1945.0,
大村智,科学・技術,REAL,1945.0,
宮崎駿,アニメ・漫画・ゲーム,REAL,1943.0,
宮脇咲良,ビジネス,REAL,1936.0,
小澤征爾,音楽,REAL,1945.0,
山海嘉之,科学・技術,REAL,1937.0,
山田洋次,映画・演劇,REAL,1945.0,
幸田露伴,文学,REAL,1936.0,
教皇フランシスコ,政治・社会,REAL,1941.0,
朝永振一郎,科学・技術,REAL,1944.0,
木村拓哉,エンターテイメント,REAL,1944.0,
村上春樹,学術・研究,REAL,1944.0,
松下幸之助,ビジネス,REAL,1942.0,
松岡修造,スポーツ,REAL,1942.0,
梅宮辰夫,俳優・女優,REAL,1944.0,
森繁久彌,芸術・文化,REAL,1945.0,
植田直通,スポーツ,REAL,1942.0,
毒蝮三太夫,エンターテイメント,REAL,1945.0,
河瀨直美,映画・演劇,REAL,1941.0,
泉重千代,エンターテイメント,REAL,1945.0,
淡谷のり子,音楽,REAL,1941.0,
渡辺健,学術・研究,REAL,1939.0,
湯川秀樹,科学・技術,REAL,1944.0,
王貞治,スポーツ,REAL,1942.0,
田中邦衛,俳優・女優,REAL,1937.0,
白川静,学術・研究,REAL,1943.0,
矢沢永吉,音楽,REAL,1940.0,
石坂公成,科学・技術,REAL,1945.0,
種田山頭火,文学,REAL,1943.0,
稲垣浩,映画・演劇,REAL,1945.0,
藤子・F・不二雄,アニメ・漫画・ゲーム,REAL,1938.0,
藤山一郎,音楽,REAL,1945.0,
藤沢周平,文学,REAL,1940.0,
角野栄子,文学,REAL,1942.0,
遠藤周作,文学,REAL,1945.0,
野口聡一,科学・技術,REAL,1941.0,
野村克也,スポーツ,REAL,1945.0,
鈴木章,科学・技術,REAL,1945.0,
長嶋茂雄,スポーツ,REAL,1940.0,
高倉健,俳優・女優,REAL,1942.0,
神山清子,芸術・文化,REAL,1944.0,
竹鶴政孝,ビジネス,REAL,1944.0,
ウォーレン・バフェット,ビジネス,REAL,1942.0,
クリント・イーストウッド,映画・演劇,REAL,1944.0,
五木寛之,文学,REAL,1945.0,
伊能忠敬,科学・技術,REAL,1944.0,
加山雄三,音楽,REAL,1945.0,
坂上二郎,エンターテイメント,REAL,1943.0,
岡島悦子,ビジネス,REAL,1939.0,
昭和天皇,政治・社会,REAL,1938.0,
桂歌丸,エンターテイメント,REAL,1943.0,
梅棹忠夫,学術・研究,REAL,1940.0,
棟方志功,芸術・文化,REAL,1945.0,
森光子,エンターテイメント,REAL,1944.0,
渋沢栄一,ビジネス,REAL,1944.0,
真鍋淑郎,学術・研究,REAL,1940.0,
赤﨑勇,科学・技術,REAL,1940.0,
吉田茂,政治・社会,実在,1941.0,
黒柳徹子,エンターテイメント,実在,1940.0,
三波春夫,音楽,REAL,1940.0,
下村脩,科学・技術,REAL,1945.0,
南部陽一郎,科学・技術,REAL,1938.0,
横山大観,芸術・文化,REAL,1936.0,
瀬戸内寂聴,文学,REAL,1945.0,
草間彌生,芸術・文化,REAL,1938.0,
葛飾北斎,芸術・文化,REAL,1937.0,
養老孟司,科学・技術,REAL,1941.0,
黒澤明,映画・演劇,REAL,1941.0,
日野原重明,学術・研究,REAL,1945.0,
きんさんぎんさん,その他,REAL,1943.0,
まど・みちお,文学,REAL,1940.0,
アルチュール・ルービンシュタイン,音楽,REAL,1936.0,
エルトン・ジョン,音楽,REAL,1938.0,
オスカー・ワイルド,文学,REAL,1944.0,
カーネル・サンダース,ビジネス,REAL,1938.0,
ジミー・カーター,政治・社会,REAL,1942.0,
ジョン・ケージ,音楽,REAL,1945.0,
ソニー・ロリンズ,音楽,REAL,1944.0,
ダライ・ラマ14世,宗教,REAL,1936.0,
バフェット,ビジネス,REAL,1942.0,
バーバラ・マクリントック,学術・研究,REAL,1944.0,
パブロ・カザルス,音楽,REAL,1944.0,
ピカソ,芸術・文化,REAL,1940.0,
ペンローズ,学術・研究,REAL,1936.0,
ホロヴィッツ,音楽,REAL,1942.0,
マザー・テレサ,宗教,REAL,1938.0,
ヴラディーミル・ホロヴィッツ,音楽,REAL,1942.0,
三浦雄一郎,探検・冒険,REAL,1940.0,
三谷幸喜,芸術・文化,REAL,1937.0,
井上朋子,芸術・文化,REAL,1939.0,
倉本聰,映画・演劇,REAL,1937.0,
北原義昭,芸術・文化,REAL,1945.0,
北島三郎,音楽,REAL,1945.0,
千玄室,芸術・文化,REAL,1945.0,
大村智,科学・技術,REAL,1945.0,
宮崎駿,アニメ・漫画・ゲーム,REAL,1943.0,
宮脇咲良,ビジネス,REAL,1936.0,
小澤征爾,音楽,REAL,1945.0,
山海嘉之,科学・技術,REAL,1937.0,
山田洋次,映画・演劇,REAL,1945.0,
幸田露伴,文学,REAL,1936.0,
教皇フランシスコ,政治・社会,REAL,1941.0,
朝永振一郎,科学・技術,REAL,1944.0,
木村拓哉,エンターテイメント,REAL,1944.0,
村上春樹,学術・研究,REAL,1944.0,
松下幸之助,ビジネス,REAL,1942.0,
松岡修造,スポーツ,REAL,1942.0,
梅宮辰夫,俳優・女優,REAL,1944.0,
森繁久彌,芸術・文化,REAL,1945.0,
植田直通,スポーツ,REAL,1942.0,
毒蝮三太夫,エンターテイメント,REAL,1945.0,
河瀨直美,映画・演劇,REAL,1941.0,
泉重千代,エンターテイメント,REAL,1945.0,
淡谷のり子,音楽,REAL,1941.0,
渡辺健,学術・研究,REAL,1939.0,
湯川秀樹,科学・技術,REAL,1944.0,
王貞治,スポーツ,REAL,1942.0,
田中邦衛,俳優・女優,REAL,1937.0,
白川静,学術・研究,REAL,1943.0,
矢沢永吉,音楽,REAL,1940.0,
石坂公成,科学・技術,REAL,1945.0,
種田山頭火,文学,REAL,1943.0,
稲垣浩,映画・演劇,REAL,1945.0,
藤子・F・不二雄,アニメ・漫画・ゲーム,REAL,1938.0,
藤山一郎,音楽,REAL,1945.0,
藤沢周平,文学,REAL,1940.0,
角野栄子,文学,REAL,1942.0,
遠藤周作,文学,REAL,1945.0,
野口聡一,科学・技術,REAL,1941.0,
野村克也,スポーツ,REAL,1945.0,
鈴木章,科学・技術,REAL,1945.0,
長嶋茂雄,スポーツ,REAL,1940.0,
高倉健,俳優・女優,REAL,1942.0,
神山清子,芸術・文化,REAL,1944.0,
竹鶴政孝,ビジネス,REAL,1944.0,
ウォーレン・バフェット,ビジネス,REAL,1942.0,
クリント・イーストウッド,映画・演劇,REAL,1944.0,
五木寛之,文学,REAL,1945.0,
伊能忠敬,科学・技術,REAL,1944.0,
加山雄三,音楽,REAL,1945.0,
坂上二郎,エンターテイメント,REAL,1943.0,
岡島悦子,ビジネス,REAL,1939.0,
昭和天皇,政治・社会,REAL,1938.0,
桂歌丸,エンターテイメント,REAL,1943.0,
梅棹忠夫,学術・研究,REAL,1940.0,
棟方志功,芸術・文化,REAL,1945.0,
森光子,エンターテイメント,REAL,1944.0,
渋沢栄一,ビジネス,REAL,1944.0,
真鍋淑郎,学術・研究,REAL,1940.0,
赤﨑勇,科学・技術,REAL,1940.0,
吉田茂,政治・社会,実在,1941.0,
黒柳徹子,エンターテイメント,実在,1940.0,
三波春夫,音楽,REAL,1940.0,
下村脩,科学・技術,REAL,1945.0,
南部陽一郎,科学・技術,REAL,1938.0,
横山大観,芸術・文化,REAL,1936.0,
瀬戸内寂聴,文学,REAL,1945.0,
草間彌生,芸術・文化,REAL,1938.0,
葛飾北斎,芸術・文化,REAL,1937.0,
養老孟司,科学・技術,REAL,1941.0,
黒澤明,映画・演劇,REAL,1941.0,
日野原重明,学術・研究,REAL,1945.0,
きんさんぎんさん,その他,REAL,1943.0,
まど・みちお,文学,REAL,1940.0,
アルチュール・ルービンシュタイン,音楽,REAL,1936.0,
エルトン・ジョン,音楽,REAL,1938.0,
オスカー・ワイルド,文学,REAL,1944.0,
カーネル・サンダース,ビジネス,REAL,1938.0,
ジミー・カーター,政治・社会,REAL,1942.0,
ジョン・ケージ,音楽,REAL,1945.0,
ソニー・ロリンズ,音楽,REAL,1944.0,
ダライ・ラマ14世,宗教,REAL,1936.0,
バフェット,ビジネス,REAL,1942.0,
バーバラ・マクリントック,学術・研究,REAL,1944.0,
パブロ・カザルス,音楽,REAL,1944.0,
ピカソ,芸術・文化,REAL,1940.0,
ペンローズ,学術・研究,REAL,1936.0,
ホロヴィッツ,音楽,REAL,1942.0,
マザー・テレサ,宗教,REAL,1938.0,
ヴラディーミル・ホロヴィッツ,音楽,REAL,1942.0,
三浦雄一郎,探検・冒険,REAL,1940.0,
三谷幸喜,芸術・文化,REAL,1937.0,
井上朋子,芸術・文化,REAL,1939.0,
倉本聰,映画・演劇,REAL,1937.0,
北原義昭,芸術・文化,REAL,1945.0,
北島三郎,音楽,REAL,1945.0,
千玄室,芸術・文化,REAL,1945.0,
大村智,科学・技術,REAL,1945.0,
宮崎駿,アニメ・漫画・ゲーム,REAL,1943.0,
宮脇咲良,ビジネス,REAL,1936.0,
小澤征爾,音楽,REAL,1945.0,
山海嘉之,科学・技術,REAL,1937.0,
山田洋次,映画・演劇,REAL,1945.0,
幸田露伴,文学,REAL,1936.0,
教皇フランシスコ,政治・社会,REAL,1941.0,
朝永振一郎,科学・技術,REAL,1944.0,
