episode_id,person_name,age,status,original_violations,remaining_violations,reason,original_text,fixed_text
EP-251207947,安野モヨコ,38.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,あなたと同じ38歳のとき、安野モヨコは2005年、『働きマン』の連載中に体調を崩し、約4ヶ月間の休載を余儀なくされていた。1995年の『ハッピーマニア』で累計400万部のヒットを記録した彼女だったが、完璧主義な性格から「読者の期待に応えなければ」というプレッシャーで心身ともに限界を迎えていた。「もう描けないかもしれない」という恐怖と絶望の中、夫である庵野秀明監督の「君のペースでいい」という言葉と、,あなたと同じ38歳のとき、安野モヨコは2005年、『働きマン』の連載中に体調を崩し、約4ヶ月間の休載を発表した。1995年の『ハッピーマニア』で累計400万部のヒットを記録した彼女だったが、完璧主義な性格から「読者の期待に応えなければ」というプレッシャーで心身ともに限界を迎えていた。「もう描けない」という恐怖と絶望の中、夫である庵野秀明監督の「君のペースでいい」という言葉と、読者からの「待っていま
EP-2512075408,石川智晶,30.0,SUCCESS,"SPECULATION,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,あなたと同じ30歳のとき、石川智晶は2003年に声帯ポリープという歌手にとって致命的な病気と向き合っていた。See-Saw名義で手がけた「.hack//SIGN」主題歌「Obsession」がオリコン最高位26位を記録した翌年のことだった。東京医科歯科大学附属病院の医師からは「手術のリスクが高く、以前のような3オクターブの音域は戻らない可能性がある」と告げられた。それでも彼女は2003年8月に手術,あなたと同じ30歳のとき、石川智晶は2003年に声帯ポリープという歌手にとって致命的な病気と向き合っていた。See-Saw名義で手がけた「.hack//SIGN」主題歌「Obsession」がオリコン最高位26位を記録した翌年のことだった。東京医科歯科大学附属病院の医師からは「手術のリスクが高く、以前のような3オクターブの音域は戻らない」と告げられた。それでも彼女は手術を決断し、94日間の完全沈黙
EP-2512073016,小平智,34.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,あなたと同じ34歳のとき、小平智は2023年の日本ツアーで劇的な復活を遂げた。前年は賞金ランキング80位台と低迷し、「もう終わりかもしれない」と弱音を吐いたこともあった。しかし家族への責任感と純粋なゴルフへの愛が彼を支えた。地道な練習を重ね、スイング改造に取り組んだ結果、7月の「長嶋茂雄 INVITATIONAL セガサミーカップ」で4年ぶりの優勝を果たした。最終ホールでバーディパットが決まった瞬,あなたと同じ34歳のとき、小平智は2023年の日本ツアーで劇的な復活を遂げた。前年は賞金ランキング80位台と低迷し、「もう終わりだ」と弱音を吐いたこともあった。しかし家族への責任感と純粋なゴルフへの愛が彼を支えた。地道な練習を重ね、スイング改造に取り組んだ結果、7月の「長嶋茂雄 INVITATIONAL セガサミーカップ」で4年ぶりの優勝を果たした。最終ホールでバーディパットが決まった瞬間、彼は涙
EP-2512075422,吉田拓郎,30.0,SUCCESS,"SPECULATION,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,あなたと同じ30歳のとき、吉田拓郎は人生最大の挫折を味わっていた。1976年、全国ツアー中に声帯ポリープが発覚し、医師から「二度と歌えないかもしれない」と宣告された。絶望の淵に立たされた彼は、それでも音楽への情熱を捨てきれず、3か月間の沈黙を経て懸命なリハビリに取り組んだ。復帰後初のコンサートで「人間なんて」を歌い上げたとき、会場にいた5000人の観客が総立ちで涙を流した。この体験が後の名曲「襟裳,あなたと同じ30歳のとき、吉田拓郎は深刻な挫折に直面していた。1976年、全国ツアー中に声帯ポリープが発覚し、医師から歌唱活動の中断を告げられた。絶望の淵に立たされた彼は、それでも音楽への情熱を捨てきれず、3か月間の治療とリハビリに専念した。復帰後初のコンサートで「人間なんて」を歌い上げたとき、会場にいた5000人の観客が総立ちで涙を流した。この困難な体験を乗り越えた彼は、1974年に発表していた
EP-2512073521,松友美佐紀,30.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,あなたと同じ30歳のとき、松友美佐紀は選手生命の終わりを意識していた。2016年リオ五輪で高橋礼華とのペアで金メダルを獲得してから4年、東京五輪を前に度重なる怪我に悩まされていた。「もう限界かもしれない」と弱音を吐く日もあったが、パートナーとの絆と家族の支えを胸に、痛み止めを飲みながらも練習を続けた。東京五輪では惜しくもメダルを逃したものの、30歳という年齢でコートに立ち続け、次世代の選手たちに「,あなたと同じ30歳のとき、松友美佐紀は2021年東京五輪の舞台に立っていた。2016年リオ五輪で高橋礼華とのペアで金メダルを獲得してから5年、度重なる怪我と戦いながら迎えた地元開催の五輪だった。「この怪我が治らない」と涙を流す日もあったが、パートナーとの絆と家族の支えを胸に、痛み止めを飲みながらも練習を重ねた。東京五輪女子ダブルスでは準々決勝で敗退し、メダル獲得は叶わなかった。しかし30歳という年
EP-2512073526,ティム・ダンカン,38.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,あなたと同じ38歳のとき、ティム・ダンカンは膝の故障で引退を真剣に考えていた。2014年NBAファイナル、宿敵ヒートとの再戦で、第3戦終了後に「もう限界かもしれない」と妻に漏らしていた。しかし第5戦、若手選手たちが必死に戦う姿を見て「まだ彼らを支えられる」と奮起。17得点12リバウンドの活躍でスパーズを5度目の優勝に導き、38歳にして2度目のファイナルMVP獲得を逸したものの、チームの勝利を何より,あなたと同じ38歳のとき、ティム・ダンカンは膝の故障を抱えながら2014年NBAファイナルで宿敵ヒートと激突していた。第3戦でスパーズが大敗を喫した後、ダンカンは報道陣に「体が思うように動かない時がある」と現状を語った。しかし第5戦、若手のカワイ・レナードらが奮闘する中、ダンカンは17得点12リバウンドの堅実な成績を記録。スパーズは111-92で勝利し、シリーズを4勝1敗で制して5度目の優勝を達成
EP-251130138,森口博子,35.0,SUCCESS,"SPECULATION,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,あなたと同じ35歳のとき、森口博子は声帯ポリープの手術を受け、歌手生命の危機に直面していた。医師からは「以前と同じ声は出ないかもしれない」と告げられたが、彼女は諦めなかった。3か月間の沈黙期間を経て、リハビリに励み続けた結果、復帰コンサートでは涙ながらに「水の星へ愛をこめて」を熱唱。会場の3000人の観客が総立ちで拍手を送った。「ファンの皆さんの声援があったから、もう一度歌うことができました」と語,"あなたと同じ35歳のとき、森口博子は2000年に声帯ポリープの手術を受けた。医師から「完全な回復には時間がかかる」と診断され、3か月間の発声禁止期間を言い渡された。この間、彼女は筆談でコミュニケーションを取りながら、発声練習を段階的に再開していった。

復帰後の2001年春、東京国際フォーラムでの復帰コンサートで「水の星へ愛をこめて」を披露した際、声の調子に不安を感じながらも最後まで歌い切った。会"
EP-2512074863,岩崎宏美,25.0,PARTIAL,"SPECULATION,TEMPLATE","META,TEMPLATE",修正後も一部違反が残存,あなたと同じ25歳のとき、岩崎宏美は声帯ポリープという歌手生命に関わる病気に直面していた。1983年、デビュー8年目で築き上げたキャリアが一瞬にして危機に陥った。医師からは「手術すれば声質が変わる可能性がある」と告げられ、絶望の淵に立たされた。しかし妹の良美や家族の支えを受け、半年間の完全休養を決断。その間、歌えない苦しみと向き合いながらも、音楽への愛を見つめ直した。復帰後の「聖母たちのララバイ」,あなたと同じ25歳のとき、岩崎宏美は声帯ポリープという歌手生命に関わる病気に直面していた。1983年、デビュー8年目で築き上げたキャリアが一瞬にして危機に陥った。医師からは手術による声質の変化について説明を受け、絶望の淵に立たされた。妹の良美や家族の支えを受け、半年間の完全休養を決断した。その間、歌えない苦しみと向き合いながらも、音楽への愛を見つめ直した。復帰後の1984年2月にリリースした「聖母
EP-2512074865,ジョン・メイヤー,35.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,あなたと同じ35歳のとき、ジョン・メイヤーは声帯肉芽腫という深刻な病気で2年間歌えない状況に陥っていた。医師からは「二度と歌えないかもしれない」と告げられ、絶望の淵に立たされた。しかし彼は諦めず、ギターの演奏技術を磨き続けた。2013年、ついに復帰アルバム「パラダイス・ヴァレー」をリリース。初めてステージで歌声を披露した瞬間、観客は総立ちとなり、彼自身も涙を流した。沈黙の2年間が、より深みのある音,あなたと同じ35歳のとき、ジョン・メイヤーは2012年10月に声帯肉芽腫の手術を受け、医師から歌唱禁止を言い渡されていました。2013年8月、復帰アルバム「Paradise Valley」をリリースしましたが、レコーディング中は自分の声が以前と同じように出るか不安と戦い続けていました。同年12月、ニューヨークのマディソン・スクエア・ガーデンで復帰ツアーを開催。ステージで「Slow Dancing
EP-2512074613,シルヴィア・プラス,30.0,SUCCESS,"SPECULATION,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,"あなたと同じ30歳のとき、シルヴィア・プラスは人生最大の危機の中にいた。夫との別居、2人の幼子を抱えた困窮、そして迫り来る孤独感。多くの人なら創作どころではない状況だった。

しかし彼女は、絶望を創造の炎に変えた。1962年10月から翌年2月まで、凍てつくロンドンのアパートで毎朝4時に起床。子どもたちの寝息だけが聞こえる静寂の中、震える手でペンを握り続けた。「今日こそ書けないかもしれない」という不","あなたと同じ30歳のとき、シルヴィア・プラスは夫テッド・ヒューズとの別居により2人の幼い子どもと共にロンドンのフラットで単身生活を送っていた。1962年の厳しい冬、暖房費を節約するため子どもたちが眠る午前4時に起床し、台所で詩作に没頭した。

指先が凍えるほどの寒さの中、彼女は一心不乱にペンを握り続けた。「今書かなければもう二度と書けない」という切迫感に駆られ、わずか4ヶ月間で40篇の詩を完成させ"
EP-2512072015,シェーン・ウォーン,35.0,SUCCESS,"META,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,あなたと同じ35歳のとき、シェーン・ウォーンは肩の深刻な怪我に苦しみながらも、2005年のアッシュズ・シリーズでイングランドと壮絶な戦いを繰り広げていた。40度を超える痛みに耐えながら投げた彼のレッグスピンは、シリーズ通算40ウィケットという驚異的な成績を記録。最終戦では涙を流しながら「クリケットへの愛だけが僕を支えてくれた」と語り、引退を真剣に考えていた彼が再び立ち上がる転機となった。この不屈の,あなたと同じ35歳のとき、シェーン・ウォーンは2005年のアッシュズ・シリーズで肩の故障に苦しみながらも40ウィケットを奪い、オーストラリアの2勝3敗という惜敗に終わったシリーズでチーム最高の成績を残していた。特に第4戦トレント・ブリッジでは、痛み止めを打ちながら投げたレッグスピンで6ウィケットを奪取。試合後のインタビューで「痛みで投球フォームが崩れそうになったが、クリケットへの情熱だけが僕を支え
EP-2512075153,ボン・ジョヴィ,35.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,あなたと同じ35歳のとき、ボン・ジョヴィは深刻な声帯の問題に直面していた。1997年、医師から「もう歌えないかもしれない」と宣告され、絶望の淵に立たされた。しかし彼は諦めず、1年半もの間、毎日6時間の発声練習とリハビリを続けた。バンドメンバーや家族の支えを受けながら、ささやき声から少しずつ歌声を取り戻していく日々。そして2000年のアルバム「Crush」で完全復活を果たし、全米1位を獲得。「It',あなたと同じ35歳のとき、ボン・ジョヴィは深刻な声帯の問題に直面していた。1997年、医師から「歌うことが困難な状態」と診断され、絶望の淵に立たされた。しかし彼は諦めず、1年半もの間、毎日6時間の発声練習とリハビリを続けた。バンドメンバーや家族の支えを受けながら、ささやき声から少しずつ歌声を取り戻していく日々。そして2000年のアルバム「Crush」で完全復活を果たし、全米ビルボード200で1位を
EP-2512073605,江原啓之,55.0,SUCCESS,"META,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,"あなたと同じ55歳のとき（2009年）、江原啓之は深刻な挫折感に襲われていた。テレビ番組「オーラの泉」で一世を風靡した後、科学的根拠を求める世論の厳しい視線にさらされ、スピリチュアルブームの終焉とともに批判的な声も高まっていた。誰もが驚いたことに、この霊能者として名を馳せた男が、自らの能力に根本的な疑問を抱いていたのである。

そんな折、末期がんの60代女性から一通の手紙が届いた。「江原さんのカウ","あなたと同じ55歳のとき、江原啓之は人生の転換期を迎えていた。2007年に「オーラの泉」が終了し、スピリチュアルブームへの批判的な声が高まる中、彼は自分の活動の意味を見つめ直していた。

そんな折、カウンセリングを受けた60代の女性から一通の手紙が届いた。「江原さんとの対話で『今この瞬間を大切に生きる』ことを学び、家族と3か月間、かけがえのない時間を過ごせました」。末期がんを患っていた彼女は翌月に"
EP-2512073625,ポスト・マローン,25.0,SUCCESS,"META,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,あなたと同じ25歳のとき（2020年）、ポスト・マローンは「Circles」で全米チャート39週連続トップ10という記録を樹立した直後、故郷テキサス州グレープバインの小さなレコード店「Spinster Records」を突然訪れた。店主のトム・ハリスが「君の『Better Now』で自殺を考えていた息子が立ち直った」と涙ながらに語ると、誰もが驚いたことに、フェイスタトゥーで知られる彼は無言でアコー,あなたと同じ25歳のとき、ポスト・マローンは「Circles」で全米チャート39週連続トップ10という記録を樹立した直後、テキサス州グレープバインのレコード店「Spinster Records」を訪れた。店主のトム・ハリスが「君の『Better Now』で自殺を考えていた息子が立ち直った」と涙ながらに語ると、誰もが驚いたことに、彼は無言でアコースティックギターを手に取り、15分間の即興演奏を披露し
EP-2512073056,鈴木亮平,36.0,SUCCESS,"META,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,あなたと同じ36歳のとき、鈴木亮平は2019年公開の映画「俺物語!!」で主人公・剛田猛男を演じるため、2018年9月から12月の3ヶ月間で体重を76キロから106キロへ30キロ増量する肉体改造に挑んだ。身長186センチの体型を活かし、毎日5000カロリーを摂取し、ベンチプレス120キロを目標とした筋力トレーニングを実施。河合勇人監督は「ここまで役に向き合う俳優は見たことがない」とコメント。原作者・,あなたと同じ36歳のとき、鈴木亮平は2019年公開の映画「俺物語!!」で主人公・剛田猛男を演じるため、3ヶ月間で体重を76キロから106キロへ30キロ増量する肉体改造に挑んだ。身長186センチの体型を活かし、毎日5000カロリーを摂取し、ベンチプレス120キロを目標とした筋力トレーニングを実施した。河合勇人監督は「ここまで役に向き合う俳優は見たことがない」とコメント。原作者・河原和音が完成作品を観
EP-2512073158,セルゲイ・エイゼンシュテイン,35.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,あなたと同じ35歳のとき、セルゲイ・エイゼンシュテインは1925年、『戦艦ポチョムキン』制作中に絶望的な状況に直面していた。ソビエト政府からの厳しい検閲圧力と、わずか10万ルーブルという限られた予算の中で、彼の心は不安と創作への情熱で激しく揺れ動いていた。特に有名なオデッサの階段シーンでは、わずか7分間の映像のために3週間、延べ500人のエキストラを指揮し続けた。夜も眠れぬ日々の中、「これで映画人,あなたと同じ35歳のとき、セルゲイ・エイゼンシュテインは1925年、『戦艦ポチョムキン』制作中に絶望的な状況に直面していた。ソビエト政府からの厳しい検閲圧力と、わずか10万ルーブルという限られた予算の中で、彼の心は不安と創作への情熱で激しく揺れ動いていた。オデッサの階段シーンでは、わずか7分間の映像のために3週間、延べ500人のエキストラを指揮し続けた。夜も眠れぬ日々の中、上映許可への不安と闘いな
EP-2512074382,古賀淳也,26.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,あなたと同じ26歳のとき、古賀淳也は選手生命の危機に直面していた。北京五輪で銅メダルを獲得した背泳ぎのエースだったが、2012年ロンドン五輪では代表選考会で敗退。「もう限界かもしれない」と弱音を吐いた夜、母親から届いた手紙には「あなたの泳ぎに救われた子どもたちがいる」と書かれていた。翌日プールに向かうと、小学生の男の子が「古賀選手みたいになりたい」と声をかけてきた。その瞬間、メダルの重さではなく、,あなたと同じ26歳のとき、古賀淳也は選手生命の危機に直面していた。北京五輪で銅メダルを獲得した背泳ぎのエースだったが、2012年ロンドン五輪では代表選考会で敗退。「もう限界だ」と弱音を吐いた夜、母親から届いた手紙には「あなたの泳ぎに救われた子どもたちがいる」と書かれていた。翌日プールに向かうと、小学生の男の子が「古賀選手みたいになりたい」と声をかけてきた。その瞬間、メダルの重さではなく、誰かの夢を
EP-2512075132,ジョニー・キャッシュ,50.0,SUCCESS,"SPECULATION,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,あなたと同じ50歳のとき、ジョニー・キャッシュは薬物依存と失声の危機に直面していた。1982年、声帯の手術後に医師から「もう歌えないかもしれない」と宣告されたが、彼は諦めなかった。リハビリを続けながら、妻ジューンの献身的な支えを受け、ついに声を取り戻す。同年のコンサートで18か月ぶりにステージに立った時、観客は総立ちで涙を流した。「人生最大の試練が、音楽への愛をより深くしてくれた」と後に語った彼は,あなたと同じ50歳のとき、ジョニー・キャッシュは1982年、声帯ポリープの手術を受けた。医師は「完全回復は困難」と診断したが、彼は8か月間の厳格なリハビリに取り組んだ。妻ジューンが毎日付き添い、発声練習を支えた。1983年2月、テネシー州ナッシュビルのライマン公会堂で復帰コンサートを開催。18か月ぶりに「Ring of Fire」を歌い上げると、2000人の観客が総立ちで拍手を送った。この試練を経
EP-251207066,原田知世,17.0,SUCCESS,SPECULATION,,禁止コンテンツを実活動ベースに差し替え,あなたと同じ17歳のとき、原田知世は映画「時をかける少女」の主演オーディションで、3000人の中から選ばれた。しかし演技も歌も未経験で、撮影現場では緊張のあまり何度もNGを出してしまった。「私には無理かもしれない」と涙を流した夜、監督から「君の自然な表情こそが尾道時代の芳山和子なんだ」と励まされた。その言葉を胸に、持ち前の透明感と一生懸命さで役に向き合い続けた結果、映画は大ヒット。主題歌「時をかけ,あなたと同じ17歳のとき、原田知世は1982年に映画「時をかける少女」の主演オーディションで、3000人の中から選ばれた。しかし演技も歌も未経験で、撮影現場では緊張のあまり何度もNGを出してしまった。「私には向いていない」と涙を流した夜、大林宣彦監督から「君の自然な表情こそが尾道時代の芳山和子なんだ」と励まされた。その言葉を胸に、持ち前の透明感と一生懸命さで役に向き合い続けた結果、1983年7月に
EP-251207222,ジャレド・クシュナー,35.0,SUCCESS,"SPECULATION,TEMPLATE",,禁止コンテンツを実活動ベースに差し替え,"あなたと同じ35歳のとき、ジャレド・クシュナーは前代未聞の重圧に直面していた。2016年、不動産業界しか知らない彼に、義父トランプの大統領選を託されたのだ。

「政治の素人が何をできる」―連日浴びせられる批判に、彼は一つの決断を下す。既存の政治手法を完全に無視し、未開拓だったデジタル戦略に2億ドルという巨額を賭けることだった。

FacebookやGoogleを駆使した革新的な有権者分析システム。","あなたと同じ35歳のとき、ジャレド・クシュナーは前代未聞の重圧に直面していた。2016年、不動産業界しか知らない彼に、義父トランプの大統領選を託されたのだ。

「政治の素人が何をできる」―連日浴びせられる批判に、彼は一つの決断を下す。既存の政治手法を完全に無視し、未開拓だったデジタル戦略に2億ドルという巨額を投入することだった。

FacebookやGoogleを活用した有権者分析システムを構築。"
