episode_id,person_id,person_name,text_name,mismatch_type
EP-251201826,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251201829,P33B365B,きんさんぎんさん（成田きん）,成田きん,name_content_mismatch
EP-251201870,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251201887,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251201908,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251201920,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎんさん,name_content_mismatch
EP-251201923,P33B365B,きんさんぎんさん（成田きん）,成田きんさん,name_content_mismatch
EP-251202000,P9BAD338,ゆうこりん（小倉優子）,小倉優子さん,name_content_mismatch
EP-251202012,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251202015,P33B365B,きんさんぎんさん（成田きん）,成田きん,name_content_mismatch
EP-251202104,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251202107,P33B365B,きんさんぎんさん（成田きん）,成田きん,name_content_mismatch
EP-251202183,P9BAD338,ゆうこりん（小倉優子）,小倉優子さん,name_content_mismatch
EP-251202195,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251202198,P33B365B,きんさんぎんさん（成田きん）,成田きん,name_content_mismatch
EP-251202236,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251202253,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251202274,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251202286,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎんさん,name_content_mismatch
EP-251202289,P33B365B,きんさんぎんさん（成田きん）,成田きんさん,name_content_mismatch
EP-251202377,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251202380,P33B365B,きんさんぎんさん（成田きん）,成田きん,name_content_mismatch
EP-251202454,P9BAD338,ゆうこりん（小倉優子）,小倉優子さん,name_content_mismatch
EP-251202466,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251202469,P33B365B,きんさんぎんさん（成田きん）,成田きん,name_content_mismatch
EP-251202557,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251202560,P33B365B,きんさんぎんさん（成田きん）,成田きん,name_content_mismatch
EP-251202635,P9BAD338,ゆうこりん（小倉優子）,小倉優子さん,name_content_mismatch
EP-251202647,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251202650,P33B365B,きんさんぎんさん（成田きん）,成田きん,name_content_mismatch
EP-251202723,P9BAD338,ゆうこりん（小倉優子）,小倉優子さん,name_content_mismatch
EP-251202735,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251202738,P33B365B,きんさんぎんさん（成田きん）,成田きん,name_content_mismatch
EP-251202772,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251202789,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251202810,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251202822,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎんさん,name_content_mismatch
EP-251202825,P33B365B,きんさんぎんさん（成田きん）,成田きんさん,name_content_mismatch
EP-251202859,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251202876,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251202897,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251202909,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎんさん,name_content_mismatch
EP-251202912,P33B365B,きんさんぎんさん（成田きん）,成田きんさん,name_content_mismatch
EP-251202946,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251202963,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251202984,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251202996,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎんさん,name_content_mismatch
EP-251202999,P33B365B,きんさんぎんさん（成田きん）,成田きんさん,name_content_mismatch
EP-251203030,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251203047,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251203068,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251203080,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎんさん,name_content_mismatch
EP-251203083,P33B365B,きんさんぎんさん（成田きん）,成田きんさん,name_content_mismatch
EP-251203128,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251203149,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251203161,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎんさん,name_content_mismatch
EP-251203164,P33B365B,きんさんぎんさん（成田きん）,成田きんさん,name_content_mismatch
EP-251203228,P9BAD338,ゆうこりん（小倉優子）,小倉優子さん,name_content_mismatch
EP-251203240,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251203243,P33B365B,きんさんぎんさん（成田きん）,成田きん,name_content_mismatch
EP-251203266,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251203283,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251203304,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251203316,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎんさん,name_content_mismatch
EP-251203319,P33B365B,きんさんぎんさん（成田きん）,成田きんさん,name_content_mismatch
EP-251203380,P9BAD338,ゆうこりん（小倉優子）,小倉優子さん,name_content_mismatch
EP-251203392,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251203395,P33B365B,きんさんぎんさん（成田きん）,成田きん,name_content_mismatch
EP-251203415,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251203432,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251203453,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251203465,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎんさん,name_content_mismatch
EP-251203468,P33B365B,きんさんぎんさん（成田きん）,成田きんさん,name_content_mismatch
EP-251203502,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251203523,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251203535,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎんさん,name_content_mismatch
EP-251203538,P33B365B,きんさんぎんさん（成田きん）,成田きんさん,name_content_mismatch
EP-251203552,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251203569,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251203590,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251203602,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎんさん,name_content_mismatch
EP-251203655,P9BAD338,ゆうこりん（小倉優子）,小倉優子さん,name_content_mismatch
EP-251203667,PF61FA8A,きんさんぎんさん（蟹江ぎん）,蟹江ぎん,name_content_mismatch
EP-251203682,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251203699,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251203720,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251203782,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251203804,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251203821,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251203842,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251203864,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251203880,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251203901,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251203941,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251203960,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251203996,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251204015,P9BAD338,ゆうこりん（小倉優子）,小倉優子,name_content_mismatch
EP-251204071,P9BAD338,ゆうこりん（小倉優子）,小倉優子さん,name_content_mismatch
EP-251204086,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251204103,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251204151,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251204186,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251204203,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251204284,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251204301,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251204347,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251204374,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251204391,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251204436,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251204481,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251204503,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251204520,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251204558,PC4A4D22,水溜りボンド カンタ,水溜りボンドのカンタ,name_content_mismatch
EP-251204572,P412FE98,裕仁（昭和天皇）,昭和天皇,name_content_mismatch
EP-251204713,P215298E,Fischer's シルクロード,Fischer'sのリーダーとして活動してきたシルクロード,name_content_mismatch
EP-251204731,P215298E,Fischer's シルクロード,Fischer'sのリーダーとして活動してきたシルクロード,name_content_mismatch
EP-251204748,P215298E,Fischer's シルクロード,Fischer'sのシルクロード,name_content_mismatch
EP-251204754,P215298E,Fischer's シルクロード,Fischer'sのシルクロード,name_content_mismatch
EP-251204775,P215298E,Fischer's シルクロード,Fischer'sのシルクロード,name_content_mismatch
EP-251204991,PB28A781,ジャック・クストー,ジャック=イヴ・クストー,name_content_mismatch
